layer,component,language,tier,perturbation,mean_restoration,std_restoration,n_pairs_used,n_pairs_skipped
14,mlp_out,tr,tier_3,standard_translation,-0.0087,0.0212,20,0
15,residual,tr,tier_3,standard_translation,-0.0631,0.0335,20,0
15,attn_out,tr,tier_3,standard_translation,-0.0017,0.0115,20,0
15,mlp_out,tr,tier_3,standard_translation,0.0323,0.0355,20,0
16,residual,tr,tier_3,standard_translation,-0.0504,0.0378,20,0
16,attn_out,tr,tier_3,standard_translation,-0.002,0.0076,20,0
16,mlp_out,tr,tier_3,standard_translation,0.0357,0.0095,20,0
17,residual,tr,tier_3,standard_translation,-0.0231,0.0286,20,0
17,attn_out,tr,tier_3,standard_translation,0.0077,0.0113,20,0
17,mlp_out,tr,tier_3,standard_translation,0.0074,0.0168,20,0
18,residual,tr,tier_3,standard_translation,-0.0171,0.0329,20,0
18,attn_out,tr,tier_3,standard_translation,0.0034,0.0026,20,0
18,mlp_out,tr,tier_3,standard_translation,0.0179,0.0134,20,0
19,residual,tr,tier_3,standard_translation,-0.0209,0.0327,20,0
19,attn_out,tr,tier_3,standard_translation,-0.0034,0.0031,20,0
19,mlp_out,tr,tier_3,standard_translation,0.0094,0.0046,20,0
20,residual,tr,tier_3,standard_translation,-0.0167,0.0315,20,0
20,attn_out,tr,tier_3,standard_translation,-0.0022,0.0044,20,0
20,mlp_out,tr,tier_3,standard_translation,0.0024,0.0093,20,0
21,residual,tr,tier_3,standard_translation,-0.0166,0.0291,20,0
21,attn_out,tr,tier_3,standard_translation,0.0063,0.005,20,0
21,mlp_out,tr,tier_3,standard_translation,0.0153,0.0107,20,0
22,residual,tr,tier_3,standard_translation,-0.0116,0.0285,20,0
22,attn_out,tr,tier_3,standard_translation,-0.0001,0.005,20,0
22,mlp_out,tr,tier_3,standard_translation,0.004,0.0109,20,0
23,residual,tr,tier_3,standard_translation,-0.0075,0.0237,20,0
23,attn_out,tr,tier_3,standard_translation,0.0019,0.002,20,0
23,mlp_out,tr,tier_3,standard_translation,0.0065,0.0151,20,0
24,residual,tr,tier_3,standard_translation,-0.0152,0.0259,20,0
24,attn_out,tr,tier_3,standard_translation,0.0003,0.0037,20,0
24,mlp_out,tr,tier_3,standard_translation,0.0037,0.0113,20,0
25,residual,tr,tier_3,standard_translation,-0.0109,0.0225,20,0
25,attn_out,tr,tier_3,standard_translation,-0.0001,0.0006,20,0
25,mlp_out,tr,tier_3,standard_translation,0.0041,0.0041,20,0
26,residual,tr,tier_3,standard_translation,-0.0128,0.0201,20,0
26,attn_out,tr,tier_3,standard_translation,0.0039,0.0039,20,0
26,mlp_out,tr,tier_3,standard_translation,0.0078,0.0088,20,0
27,residual,tr,tier_3,standard_translation,-0.0194,0.026,20,0
27,attn_out,tr,tier_3,standard_translation,-0.0005,0.0023,20,0
27,mlp_out,tr,tier_3,standard_translation,0.0191,0.0104,20,0
28,residual,tr,tier_3,standard_translation,-0.015,0.0214,20,0
28,attn_out,tr,tier_3,standard_translation,0.0012,0.0012,20,0
28,mlp_out,tr,tier_3,standard_translation,0.0078,0.005,20,0
29,residual,tr,tier_3,standard_translation,-0.0081,0.0168,20,0
29,attn_out,tr,tier_3,standard_translation,-0.0001,0.0045,20,0
29,mlp_out,tr,tier_3,standard_translation,0.0079,0.0067,20,0
30,residual,tr,tier_3,standard_translation,-0.0051,0.0029,20,0
30,attn_out,tr,tier_3,standard_translation,-0.0001,0.0011,20,0
30,mlp_out,tr,tier_3,standard_translation,0.0035,0.0014,20,0
31,residual,tr,tier_3,standard_translation,0.0,0.0,20,0
31,attn_out,tr,tier_3,standard_translation,0.0,0.0,20,0
31,mlp_out,tr,tier_3,standard_translation,0.0,0.0,20,0
0,residual,id,tier_3,standard_translation,0.0601,0.017,20,0
0,attn_out,id,tier_3,standard_translation,0.0186,0.0122,20,0
0,mlp_out,id,tier_3,standard_translation,0.0195,0.0291,20,0
1,residual,id,tier_3,standard_translation,0.0539,0.0257,20,0
1,attn_out,id,tier_3,standard_translation,0.0008,0.0133,20,0
1,mlp_out,id,tier_3,standard_translation,0.0091,0.0215,20,0
2,residual,id,tier_3,standard_translation,0.0444,0.0239,20,0
2,attn_out,id,tier_3,standard_translation,-0.0085,0.0083,20,0
2,mlp_out,id,tier_3,standard_translation,0.0041,0.0015,20,0
3,residual,id,tier_3,standard_translation,0.0267,0.0181,20,0
3,attn_out,id,tier_3,standard_translation,0.0064,0.0516,20,0
3,mlp_out,id,tier_3,standard_translation,-0.0063,0.0181,20,0
4,residual,id,tier_3,standard_translation,0.0301,0.0276,20,0
4,attn_out,id,tier_3,standard_translation,-0.0033,0.0178,20,0
4,mlp_out,id,tier_3,standard_translation,-0.0172,0.0341,20,0
5,residual,id,tier_3,standard_translation,0.0182,0.0301,20,0
5,attn_out,id,tier_3,standard_translation,-0.0104,0.0232,20,0
5,mlp_out,id,tier_3,standard_translation,-0.0152,0.0182,20,0
6,residual,id,tier_3,standard_translation,0.0118,0.0337,20,0
6,attn_out,id,tier_3,standard_translation,-0.012,0.0155,20,0
6,mlp_out,id,tier_3,standard_translation,-0.0117,0.0324,20,0
7,residual,id,tier_3,standard_translation,0.0151,0.0304,20,0
7,attn_out,id,tier_3,standard_translation,0.0055,0.0131,20,0
7,mlp_out,id,tier_3,standard_translation,-0.0086,0.0313,20,0
8,residual,id,tier_3,standard_translation,0.0157,0.0325,20,0
8,attn_out,id,tier_3,standard_translation,0.0014,0.0087,20,0
8,mlp_out,id,tier_3,standard_translation,-0.0117,0.0286,20,0
9,residual,id,tier_3,standard_translation,0.029,0.0263,20,0
9,attn_out,id,tier_3,standard_translation,0.0067,0.0162,20,0
9,mlp_out,id,tier_3,standard_translation,-0.0333,0.0521,20,0
10,residual,id,tier_3,standard_translation,0.026,0.024,20,0
10,attn_out,id,tier_3,standard_translation,0.0002,0.0072,20,0
10,mlp_out,id,tier_3,standard_translation,-0.005,0.0086,20,0
11,residual,id,tier_3,standard_translation,0.0291,0.0227,20,0
11,attn_out,id,tier_3,standard_translation,0.0075,0.0101,20,0
11,mlp_out,id,tier_3,standard_translation,-0.0099,0.0159,20,0
12,residual,id,tier_3,standard_translation,0.0413,0.0194,20,0
12,attn_out,id,tier_3,standard_translation,0.0117,0.007,20,0
12,mlp_out,id,tier_3,standard_translation,0.009,0.0127,20,0
13,residual,id,tier_3,standard_translation,0.034,0.0194,20,0
13,attn_out,id,tier_3,standard_translation,0.0074,0.0031,20,0
13,mlp_out,id,tier_3,standard_translation,0.0113,0.0073,20,0
14,residual,id,tier_3,standard_translation,0.0462,0.0182,20,0
14,attn_out,id,tier_3,standard_translation,0.0079,0.0044,20,0
14,mlp_out,id,tier_3,standard_translation,0.0092,0.0051,20,0
15,residual,id,tier_3,standard_translation,0.0369,0.0157,20,0
15,attn_out,id,tier_3,standard_translation,0.0037,0.0016,20,0
15,mlp_out,id,tier_3,standard_translation,0.0033,0.0054,20,0
16,residual,id,tier_3,standard_translation,0.0349,0.017,20,0
16,attn_out,id,tier_3,standard_translation,0.0049,0.005,20,0
16,mlp_out,id,tier_3,standard_translation,0.0087,0.0049,20,0
17,residual,id,tier_3,standard_translation,0.032,0.0138,20,0
17,attn_out,id,tier_3,standard_translation,0.0012,0.0012,20,0
17,mlp_out,id,tier_3,standard_translation,0.0007,0.0053,20,0
18,residual,id,tier_3,standard_translation,0.0282,0.0109,20,0
18,attn_out,id,tier_3,standard_translation,0.0003,0.001,20,0
18,mlp_out,id,tier_3,standard_translation,0.0053,0.0024,20,0
19,residual,id,tier_3,standard_translation,0.0283,0.011,20,0
19,attn_out,id,tier_3,standard_translation,-0.0015,0.0015,20,0
19,mlp_out,id,tier_3,standard_translation,-0.0,0.0054,20,0
20,residual,id,tier_3,standard_translation,0.0281,0.0106,20,0
20,attn_out,id,tier_3,standard_translation,0.0013,0.0022,20,0
20,mlp_out,id,tier_3,standard_translation,0.0058,0.0037,20,0
21,residual,id,tier_3,standard_translation,0.0278,0.0107,20,0
21,attn_out,id,tier_3,standard_translation,0.0006,0.0012,20,0
21,mlp_out,id,tier_3,standard_translation,0.0042,0.0046,20,0
22,residual,id,tier_3,standard_translation,0.0223,0.0077,20,0
22,attn_out,id,tier_3,standard_translation,-0.0005,0.0013,20,0
22,mlp_out,id,tier_3,standard_translation,0.0063,0.0044,20,0
23,residual,id,tier_3,standard_translation,0.0206,0.0069,20,0
23,attn_out,id,tier_3,standard_translation,-0.0004,0.0002,20,0
23,mlp_out,id,tier_3,standard_translation,0.0027,0.0026,20,0
24,residual,id,tier_3,standard_translation,0.0244,0.0093,20,0
24,attn_out,id,tier_3,standard_translation,0.0009,0.0017,20,0
24,mlp_out,id,tier_3,standard_translation,0.0031,0.0014,20,0
25,residual,id,tier_3,standard_translation,0.0244,0.0086,20,0
25,attn_out,id,tier_3,standard_translation,0.002,0.0011,20,0
25,mlp_out,id,tier_3,standard_translation,-0.0024,0.0028,20,0
26,residual,id,tier_3,standard_translation,0.0217,0.0081,20,0
26,attn_out,id,tier_3,standard_translation,0.001,0.0012,20,0
26,mlp_out,id,tier_3,standard_translation,0.0036,0.0018,20,0
27,residual,id,tier_3,standard_translation,0.0217,0.0086,20,0
27,attn_out,id,tier_3,standard_translation,0.0012,0.0006,20,0
27,mlp_out,id,tier_3,standard_translation,0.0005,0.0027,20,0
28,residual,id,tier_3,standard_translation,0.0193,0.0066,20,0
28,attn_out,id,tier_3,standard_translation,-0.0004,0.0005,20,0
28,mlp_out,id,tier_3,standard_translation,0.0026,0.0027,20,0
29,residual,id,tier_3,standard_translation,0.0188,0.008,20,0
29,attn_out,id,tier_3,standard_translation,-0.001,0.0004,20,0
29,mlp_out,id,tier_3,standard_translation,0.0024,0.006,20,0
30,residual,id,tier_3,standard_translation,0.0056,0.0012,20,0
30,attn_out,id,tier_3,standard_translation,0.0004,0.0011,20,0
30,mlp_out,id,tier_3,standard_translation,-0.0011,0.0004,20,0
31,residual,id,tier_3,standard_translation,0.0,0.0,20,0
31,attn_out,id,tier_3,standard_translation,0.0,0.0,20,0
31,mlp_out,id,tier_3,standard_translation,0.0,0.0,20,0
0,residual,hi,tier_3,standard_translation,-0.1068,0.1143,20,0
0,attn_out,hi,tier_3,standard_translation,0.0197,0.054,20,0
0,mlp_out,hi,tier_3,standard_translation,-0.0822,0.09,20,0
1,residual,hi,tier_3,standard_translation,-0.0999,0.1052,20,0
1,attn_out,hi,tier_3,standard_translation,0.0128,0.0381,20,0
1,mlp_out,hi,tier_3,standard_translation,0.0038,0.0436,20,0
2,residual,hi,tier_3,standard_translation,-0.0883,0.1245,20,0
2,attn_out,hi,tier_3,standard_translation,0.0197,0.0315,20,0
2,mlp_out,hi,tier_3,standard_translation,-0.0186,0.087,20,0
3,residual,hi,tier_3,standard_translation,-0.0599,0.1551,20,0
3,attn_out,hi,tier_3,standard_translation,-0.0197,0.0485,20,0
3,mlp_out,hi,tier_3,standard_translation,-0.0068,0.0724,20,0
4,residual,hi,tier_3,standard_translation,-0.0745,0.1355,20,0
4,attn_out,hi,tier_3,standard_translation,-0.0108,0.0222,20,0
4,mlp_out,hi,tier_3,standard_translation,0.0127,0.0791,20,0
5,residual,hi,tier_3,standard_translation,-0.0563,0.1159,20,0
5,attn_out,hi,tier_3,standard_translation,0.002,0.0699,20,0
5,mlp_out,hi,tier_3,standard_translation,0.0197,0.0749,20,0
6,residual,hi,tier_3,standard_translation,-0.0439,0.1072,20,0
6,attn_out,hi,tier_3,standard_translation,-0.0184,0.0487,20,0
6,mlp_out,hi,tier_3,standard_translation,-0.0143,0.0994,20,0
7,residual,hi,tier_3,standard_translation,-0.0458,0.0835,20,0
7,attn_out,hi,tier_3,standard_translation,-0.025,0.0497,20,0
7,mlp_out,hi,tier_3,standard_translation,-0.0076,0.0964,20,0
8,residual,hi,tier_3,standard_translation,-0.0624,0.0651,20,0
8,attn_out,hi,tier_3,standard_translation,0.0298,0.0209,20,0
8,mlp_out,hi,tier_3,standard_translation,-0.0376,0.0472,20,0
9,residual,hi,tier_3,standard_translation,-0.0503,0.0726,20,0
9,attn_out,hi,tier_3,standard_translation,0.0092,0.0307,20,0
9,mlp_out,hi,tier_3,standard_translation,0.0093,0.0355,20,0
10,residual,hi,tier_3,standard_translation,-0.0414,0.0652,20,0
10,attn_out,hi,tier_3,standard_translation,0.0086,0.035,20,0
10,mlp_out,hi,tier_3,standard_translation,-0.0154,0.037,20,0
11,residual,hi,tier_3,standard_translation,-0.035,0.0906,20,0
11,attn_out,hi,tier_3,standard_translation,-0.0078,0.0147,20,0
11,mlp_out,hi,tier_3,standard_translation,-0.0392,0.0305,20,0
12,residual,hi,tier_3,standard_translation,-0.0115,0.0807,20,0
12,attn_out,hi,tier_3,standard_translation,-0.0058,0.0181,20,0
12,mlp_out,hi,tier_3,standard_translation,-0.0068,0.0207,20,0
13,residual,hi,tier_3,standard_translation,-0.0118,0.0612,20,0
13,attn_out,hi,tier_3,standard_translation,-0.0104,0.0042,20,0
13,mlp_out,hi,tier_3,standard_translation,-0.0024,0.0177,20,0
14,residual,hi,tier_3,standard_translation,-0.0118,0.0486,20,0
14,attn_out,hi,tier_3,standard_translation,-0.0067,0.0069,20,0
14,mlp_out,hi,tier_3,standard_translation,0.0019,0.0082,20,0
15,residual,hi,tier_3,standard_translation,-0.0063,0.0448,20,0
15,attn_out,hi,tier_3,standard_translation,-0.004,0.0054,20,0
15,mlp_out,hi,tier_3,standard_translation,0.0153,0.011,20,0
16,residual,hi,tier_3,standard_translation,-0.0019,0.048,20,0
16,attn_out,hi,tier_3,standard_translation,0.0014,0.0033,20,0
16,mlp_out,hi,tier_3,standard_translation,0.0058,0.0092,20,0
17,residual,hi,tier_3,standard_translation,-0.0034,0.0371,20,0
17,attn_out,hi,tier_3,standard_translation,0.0026,0.0032,20,0
17,mlp_out,hi,tier_3,standard_translation,0.005,0.0019,20,0
18,residual,hi,tier_3,standard_translation,-0.0009,0.0369,20,0
18,attn_out,hi,tier_3,standard_translation,0.0004,0.0033,20,0
18,mlp_out,hi,tier_3,standard_translation,-0.0003,0.0008,20,0
19,residual,hi,tier_3,standard_translation,0.0007,0.0363,20,0
19,attn_out,hi,tier_3,standard_translation,0.0028,0.0025,20,0
19,mlp_out,hi,tier_3,standard_translation,0.0048,0.0074,20,0
20,residual,hi,tier_3,standard_translation,-0.0024,0.0381,20,0
20,attn_out,hi,tier_3,standard_translation,0.0022,0.0062,20,0
20,mlp_out,hi,tier_3,standard_translation,-0.0002,0.0041,20,0
21,residual,hi,tier_3,standard_translation,-0.0038,0.0381,20,0
21,attn_out,hi,tier_3,standard_translation,0.0017,0.0017,20,0
21,mlp_out,hi,tier_3,standard_translation,0.0027,0.0057,20,0
22,residual,hi,tier_3,standard_translation,-0.0031,0.0437,20,0
22,attn_out,hi,tier_3,standard_translation,-0.0,0.0013,20,0
22,mlp_out,hi,tier_3,standard_translation,-0.0066,0.0082,20,0
23,residual,hi,tier_3,standard_translation,-0.004,0.0465,20,0
23,attn_out,hi,tier_3,standard_translation,-0.0007,0.0009,20,0
23,mlp_out,hi,tier_3,standard_translation,-0.003,0.0039,20,0
24,residual,hi,tier_3,standard_translation,-0.0181,0.0198,20,0
24,attn_out,hi,tier_3,standard_translation,-0.0037,0.0016,20,0
24,mlp_out,hi,tier_3,standard_translation,0.0012,0.0038,20,0
25,residual,hi,tier_3,standard_translation,-0.0229,0.0178,20,0
25,attn_out,hi,tier_3,standard_translation,-0.001,0.0017,20,0
25,mlp_out,hi,tier_3,standard_translation,0.0017,0.0045,20,0
26,residual,hi,tier_3,standard_translation,-0.0186,0.0148,20,0
26,attn_out,hi,tier_3,standard_translation,0.0033,0.0015,20,0
26,mlp_out,hi,tier_3,standard_translation,-0.002,0.0021,20,0
27,residual,hi,tier_3,standard_translation,-0.0213,0.0137,20,0
27,attn_out,hi,tier_3,standard_translation,-0.0009,0.0007,20,0
27,mlp_out,hi,tier_3,standard_translation,0.0107,0.0053,20,0
28,residual,hi,tier_3,standard_translation,-0.0146,0.0115,20,0
28,attn_out,hi,tier_3,standard_translation,0.0006,0.0004,20,0
28,mlp_out,hi,tier_3,standard_translation,-0.0034,0.0027,20,0
29,residual,hi,tier_3,standard_translation,-0.0113,0.01,20,0
29,attn_out,hi,tier_3,standard_translation,0.0006,0.0029,20,0
29,mlp_out,hi,tier_3,standard_translation,0.0077,0.005,20,0
30,residual,hi,tier_3,standard_translation,-0.0047,0.0065,20,0
30,attn_out,hi,tier_3,standard_translation,-0.0005,0.0011,20,0
30,mlp_out,hi,tier_3,standard_translation,0.0039,0.0035,20,0
31,residual,hi,tier_3,standard_translation,0.0,0.0,20,0
31,attn_out,hi,tier_3,standard_translation,0.0,0.0,20,0
31,mlp_out,hi,tier_3,standard_translation,0.0,0.0,20,0
0,residual,sw,tier_3,standard_translation,-0.0403,0.1518,20,0
0,attn_out,sw,tier_3,standard_translation,0.1129,0.1863,20,0
0,mlp_out,sw,tier_3,standard_translation,-0.0412,0.1058,20,0
1,residual,sw,tier_3,standard_translation,-0.0576,0.1504,20,0
1,attn_out,sw,tier_3,standard_translation,0.0047,0.0988,20,0
1,mlp_out,sw,tier_3,standard_translation,-0.1072,0.1956,20,0
2,residual,sw,tier_3,standard_translation,-0.083,0.1247,20,0
2,attn_out,sw,tier_3,standard_translation,0.0088,0.0499,20,0
2,mlp_out,sw,tier_3,standard_translation,-0.06,0.0798,20,0
3,residual,sw,tier_3,standard_translation,-0.1712,0.2247,20,0
3,attn_out,sw,tier_3,standard_translation,-0.0152,0.1176,20,0
3,mlp_out,sw,tier_3,standard_translation,-0.1117,0.2637,20,0
4,residual,sw,tier_3,standard_translation,-0.174,0.2324,20,0
4,attn_out,sw,tier_3,standard_translation,0.0009,0.1294,20,0
4,mlp_out,sw,tier_3,standard_translation,-0.1045,0.1393,20,0
5,residual,sw,tier_3,standard_translation,-0.2038,0.2449,20,0
5,attn_out,sw,tier_3,standard_translation,0.0246,0.0315,20,0
5,mlp_out,sw,tier_3,standard_translation,-0.0654,0.0809,20,0
6,residual,sw,tier_3,standard_translation,-0.2085,0.2421,20,0
6,attn_out,sw,tier_3,standard_translation,0.0113,0.0396,20,0
6,mlp_out,sw,tier_3,standard_translation,-0.105,0.1848,20,0
7,residual,sw,tier_3,standard_translation,-0.2273,0.2434,20,0
7,attn_out,sw,tier_3,standard_translation,-0.022,0.0485,20,0
7,mlp_out,sw,tier_3,standard_translation,-0.1128,0.1841,20,0
8,residual,sw,tier_3,standard_translation,-0.1885,0.2191,20,0
8,attn_out,sw,tier_3,standard_translation,0.0182,0.0304,20,0
8,mlp_out,sw,tier_3,standard_translation,-0.0209,0.0431,20,0
9,residual,sw,tier_3,standard_translation,-0.2087,0.2117,20,0
9,attn_out,sw,tier_3,standard_translation,-0.0067,0.013,20,0
9,mlp_out,sw,tier_3,standard_translation,-0.0302,0.0696,20,0
10,residual,sw,tier_3,standard_translation,-0.1934,0.1861,20,0
10,attn_out,sw,tier_3,standard_translation,-0.0164,0.0181,20,0
10,mlp_out,sw,tier_3,standard_translation,-0.0364,0.0392,20,0
11,residual,sw,tier_3,standard_translation,-0.202,0.1676,20,0
11,attn_out,sw,tier_3,standard_translation,0.0082,0.0197,20,0
11,mlp_out,sw,tier_3,standard_translation,-0.0145,0.0181,20,0
12,residual,sw,tier_3,standard_translation,-0.0984,0.0948,20,0
12,attn_out,sw,tier_3,standard_translation,-0.0022,0.004,20,0
12,mlp_out,sw,tier_3,standard_translation,-0.0072,0.0082,20,0
13,residual,sw,tier_3,standard_translation,-0.0503,0.0436,20,0
13,attn_out,sw,tier_3,standard_translation,-0.0024,0.0074,20,0
13,mlp_out,sw,tier_3,standard_translation,0.0019,0.0085,20,0
14,residual,sw,tier_3,standard_translation,-0.0467,0.047,20,0
14,attn_out,sw,tier_3,standard_translation,0.0034,0.0032,20,0
14,mlp_out,sw,tier_3,standard_translation,0.001,0.0039,20,0
15,residual,sw,tier_3,standard_translation,-0.0206,0.0344,20,0
15,attn_out,sw,tier_3,standard_translation,0.0021,0.0073,20,0
15,mlp_out,sw,tier_3,standard_translation,-0.0059,0.0093,20,0
16,residual,sw,tier_3,standard_translation,-0.0159,0.0366,20,0
16,attn_out,sw,tier_3,standard_translation,0.0003,0.0059,20,0
16,mlp_out,sw,tier_3,standard_translation,-0.0029,0.0037,20,0
17,residual,sw,tier_3,standard_translation,-0.0104,0.0332,20,0
17,attn_out,sw,tier_3,standard_translation,0.0002,0.004,20,0
17,mlp_out,sw,tier_3,standard_translation,-0.0117,0.0152,20,0
18,residual,sw,tier_3,standard_translation,-0.0045,0.0223,20,0
18,attn_out,sw,tier_3,standard_translation,0.0003,0.0012,20,0
18,mlp_out,sw,tier_3,standard_translation,0.0023,0.0015,20,0
19,residual,sw,tier_3,standard_translation,-0.0002,0.0202,20,0
19,attn_out,sw,tier_3,standard_translation,0.001,0.0015,20,0
19,mlp_out,sw,tier_3,standard_translation,-0.0004,0.0057,20,0
20,residual,sw,tier_3,standard_translation,0.0036,0.0175,20,0
20,attn_out,sw,tier_3,standard_translation,0.0052,0.005,20,0
20,mlp_out,sw,tier_3,standard_translation,0.0046,0.0057,20,0
21,residual,sw,tier_3,standard_translation,0.0036,0.0198,20,0
21,attn_out,sw,tier_3,standard_translation,0.0003,0.0016,20,0
21,mlp_out,sw,tier_3,standard_translation,0.0017,0.0026,20,0
22,residual,sw,tier_3,standard_translation,0.0122,0.0197,20,0
22,attn_out,sw,tier_3,standard_translation,0.0015,0.0019,20,0
22,mlp_out,sw,tier_3,standard_translation,0.0046,0.0029,20,0
23,residual,sw,tier_3,standard_translation,0.0147,0.0214,20,0
23,attn_out,sw,tier_3,standard_translation,0.0006,0.0006,20,0
23,mlp_out,sw,tier_3,standard_translation,0.0036,0.0019,20,0
24,residual,sw,tier_3,standard_translation,0.0093,0.0151,20,0
24,attn_out,sw,tier_3,standard_translation,0.0011,0.001,20,0
24,mlp_out,sw,tier_3,standard_translation,0.0023,0.0017,20,0
25,residual,sw,tier_3,standard_translation,0.012,0.0133,20,0
25,attn_out,sw,tier_3,standard_translation,0.0,0.002,20,0
25,mlp_out,sw,tier_3,standard_translation,0.0094,0.0086,20,0
26,residual,sw,tier_3,standard_translation,0.0051,0.0088,20,0
26,attn_out,sw,tier_3,standard_translation,-0.0017,0.0012,20,0
26,mlp_out,sw,tier_3,standard_translation,-0.0049,0.0065,20,0
27,residual,sw,tier_3,standard_translation,0.0145,0.0168,20,0
27,attn_out,sw,tier_3,standard_translation,0.0019,0.0011,20,0
27,mlp_out,sw,tier_3,standard_translation,0.0044,0.0021,20,0
28,residual,sw,tier_3,standard_translation,0.0197,0.0198,20,0
28,attn_out,sw,tier_3,standard_translation,-0.0003,0.0008,20,0
28,mlp_out,sw,tier_3,standard_translation,0.0017,0.0015,20,0
29,residual,sw,tier_3,standard_translation,0.0205,0.0169,20,0
29,attn_out,sw,tier_3,standard_translation,-0.0008,0.0015,20,0
29,mlp_out,sw,tier_3,standard_translation,0.0018,0.0023,20,0
30,residual,sw,tier_3,standard_translation,0.0024,0.0065,20,0
30,attn_out,sw,tier_3,standard_translation,-0.0002,0.0006,20,0
30,mlp_out,sw,tier_3,standard_translation,0.0001,0.0019,20,0
31,residual,sw,tier_3,standard_translation,0.0,0.0,20,0
31,attn_out,sw,tier_3,standard_translation,0.0,0.0,20,0
31,mlp_out,sw,tier_3,standard_translation,0.0,0.0,20,0
0,residual,yo,tier_4,standard_translation,0.0486,0.0999,20,0
0,attn_out,yo,tier_4,standard_translation,0.0024,0.0346,20,0
0,mlp_out,yo,tier_4,standard_translation,0.0375,0.0748,20,0
1,residual,yo,tier_4,standard_translation,0.1073,0.0582,20,0
1,attn_out,yo,tier_4,standard_translation,-0.0186,0.0484,20,0
1,mlp_out,yo,tier_4,standard_translation,0.0155,0.0477,20,0
2,residual,yo,tier_4,standard_translation,0.0996,0.0566,20,0
2,attn_out,yo,tier_4,standard_translation,-0.0039,0.0349,20,0
2,mlp_out,yo,tier_4,standard_translation,0.011,0.0453,20,0
3,residual,yo,tier_4,standard_translation,0.0646,0.0964,20,0
3,attn_out,yo,tier_4,standard_translation,-0.0274,0.0982,20,0
3,mlp_out,yo,tier_4,standard_translation,0.0443,0.088,20,0
4,residual,yo,tier_4,standard_translation,-0.0039,0.1032,20,0
4,attn_out,yo,tier_4,standard_translation,-0.0041,0.0421,20,0
4,mlp_out,yo,tier_4,standard_translation,-0.0076,0.0619,20,0
5,residual,yo,tier_4,standard_translation,-0.0194,0.0981,20,0
5,attn_out,yo,tier_4,standard_translation,-0.0119,0.0267,20,0
5,mlp_out,yo,tier_4,standard_translation,-0.0171,0.0619,20,0
6,residual,yo,tier_4,standard_translation,-0.0565,0.1285,20,0
6,attn_out,yo,tier_4,standard_translation,-0.0057,0.0295,20,0
6,mlp_out,yo,tier_4,standard_translation,-0.0097,0.0509,20,0
7,residual,yo,tier_4,standard_translation,-0.0551,0.1206,20,0
7,attn_out,yo,tier_4,standard_translation,-0.0083,0.0146,20,0
7,mlp_out,yo,tier_4,standard_translation,-0.0185,0.0363,20,0
8,residual,yo,tier_4,standard_translation,-0.086,0.1815,20,0
8,attn_out,yo,tier_4,standard_translation,-0.0144,0.0199,20,0
8,mlp_out,yo,tier_4,standard_translation,-0.0009,0.032,20,0
9,residual,yo,tier_4,standard_translation,-0.095,0.2082,20,0
9,attn_out,yo,tier_4,standard_translation,-0.0116,0.0084,20,0
9,mlp_out,yo,tier_4,standard_translation,0.0037,0.034,20,0
10,residual,yo,tier_4,standard_translation,-0.1149,0.2086,20,0
10,attn_out,yo,tier_4,standard_translation,-0.0177,0.0182,20,0
10,mlp_out,yo,tier_4,standard_translation,-0.0018,0.0337,20,0
11,residual,yo,tier_4,standard_translation,-0.131,0.1992,20,0
11,attn_out,yo,tier_4,standard_translation,-0.0097,0.0094,20,0
11,mlp_out,yo,tier_4,standard_translation,-0.0041,0.0238,20,0
12,residual,yo,tier_4,standard_translation,-0.1097,0.1672,20,0
12,attn_out,yo,tier_4,standard_translation,0.0094,0.0145,20,0
12,mlp_out,yo,tier_4,standard_translation,0.0022,0.0148,20,0
13,residual,yo,tier_4,standard_translation,-0.0913,0.1595,20,0
13,attn_out,yo,tier_4,standard_translation,-0.0113,0.0146,20,0
13,mlp_out,yo,tier_4,standard_translation,0.0176,0.0083,20,0
14,residual,yo,tier_4,standard_translation,-0.0792,0.1593,20,0
14,attn_out,yo,tier_4,standard_translation,-0.0023,0.0161,20,0
14,mlp_out,yo,tier_4,standard_translation,0.0125,0.0122,20,0
15,residual,yo,tier_4,standard_translation,-0.0679,0.1458,20,0
15,attn_out,yo,tier_4,standard_translation,-0.0023,0.0019,20,0
15,mlp_out,yo,tier_4,standard_translation,-0.0042,0.0043,20,0
16,residual,yo,tier_4,standard_translation,-0.0485,0.1355,20,0
16,attn_out,yo,tier_4,standard_translation,0.0021,0.0031,20,0
16,mlp_out,yo,tier_4,standard_translation,0.0113,0.02,20,0
17,residual,yo,tier_4,standard_translation,-0.0333,0.1238,20,0
17,attn_out,yo,tier_4,standard_translation,0.0035,0.0072,20,0
17,mlp_out,yo,tier_4,standard_translation,0.0014,0.0112,20,0
18,residual,yo,tier_4,standard_translation,-0.0377,0.1131,20,0
18,attn_out,yo,tier_4,standard_translation,-0.003,0.0051,20,0
18,mlp_out,yo,tier_4,standard_translation,0.0042,0.0104,20,0
19,residual,yo,tier_4,standard_translation,-0.0398,0.1086,20,0
19,attn_out,yo,tier_4,standard_translation,0.0019,0.0024,20,0
19,mlp_out,yo,tier_4,standard_translation,0.0063,0.0096,20,0
20,residual,yo,tier_4,standard_translation,-0.0388,0.1071,20,0
20,attn_out,yo,tier_4,standard_translation,-0.0025,0.0064,20,0
