layer,component,language,tier,perturbation,mean_delta,std_delta,n_pairs_used,n_pairs_skipped
19,attn_out,id,tier_3,standard_translation,-0.0015,0.0013,20,0
19,mlp_out,id,tier_3,standard_translation,-0.0006,0.006,20,0
20,residual,id,tier_3,standard_translation,0.0281,0.0131,20,0
20,attn_out,id,tier_3,standard_translation,0.0016,0.0027,20,0
20,mlp_out,id,tier_3,standard_translation,0.0059,0.0043,20,0
21,residual,id,tier_3,standard_translation,0.028,0.0141,20,0
21,attn_out,id,tier_3,standard_translation,0.0005,0.0012,20,0
21,mlp_out,id,tier_3,standard_translation,0.0046,0.0054,20,0
22,residual,id,tier_3,standard_translation,0.0224,0.0103,20,0
22,attn_out,id,tier_3,standard_translation,-0.0006,0.0016,20,0
22,mlp_out,id,tier_3,standard_translation,0.0068,0.006,20,0
23,residual,id,tier_3,standard_translation,0.0205,0.009,20,0
23,attn_out,id,tier_3,standard_translation,-0.0004,0.0002,20,0
23,mlp_out,id,tier_3,standard_translation,0.0024,0.0026,20,0
24,residual,id,tier_3,standard_translation,0.0242,0.0107,20,0
24,attn_out,id,tier_3,standard_translation,0.0011,0.0021,20,0
24,mlp_out,id,tier_3,standard_translation,0.0028,0.0014,20,0
25,residual,id,tier_3,standard_translation,0.0241,0.01,20,0
25,attn_out,id,tier_3,standard_translation,0.002,0.0011,20,0
25,mlp_out,id,tier_3,standard_translation,-0.0024,0.0028,20,0
26,residual,id,tier_3,standard_translation,0.0217,0.0102,20,0
26,attn_out,id,tier_3,standard_translation,0.001,0.0012,20,0
26,mlp_out,id,tier_3,standard_translation,0.0036,0.002,20,0
27,residual,id,tier_3,standard_translation,0.0218,0.0107,20,0
27,attn_out,id,tier_3,standard_translation,0.0012,0.0008,20,0
27,mlp_out,id,tier_3,standard_translation,0.0002,0.0029,20,0
28,residual,id,tier_3,standard_translation,0.0195,0.0092,20,0
28,attn_out,id,tier_3,standard_translation,-0.0004,0.0005,20,0
28,mlp_out,id,tier_3,standard_translation,0.0029,0.0033,20,0
29,residual,id,tier_3,standard_translation,0.0194,0.0115,20,0
29,attn_out,id,tier_3,standard_translation,-0.0009,0.0004,20,0
29,mlp_out,id,tier_3,standard_translation,0.0031,0.0073,20,0
30,residual,id,tier_3,standard_translation,0.0054,0.0016,20,0
30,attn_out,id,tier_3,standard_translation,0.0003,0.0012,20,0
30,mlp_out,id,tier_3,standard_translation,-0.001,0.0004,20,0
31,residual,id,tier_3,standard_translation,0.0,0.0,20,0
31,attn_out,id,tier_3,standard_translation,0.0,0.0,20,0
31,mlp_out,id,tier_3,standard_translation,0.0,0.0,20,0
0,residual,hi,tier_3,standard_translation,0.0856,0.0891,20,0
0,attn_out,hi,tier_3,standard_translation,-0.016,0.0429,20,0
0,mlp_out,hi,tier_3,standard_translation,0.0621,0.0689,20,0
1,residual,hi,tier_3,standard_translation,0.0779,0.0764,20,0
1,attn_out,hi,tier_3,standard_translation,-0.0103,0.0302,20,0
1,mlp_out,hi,tier_3,standard_translation,-0.0013,0.0365,20,0
2,residual,hi,tier_3,standard_translation,0.0659,0.0903,20,0
2,attn_out,hi,tier_3,standard_translation,-0.0157,0.0256,20,0
2,mlp_out,hi,tier_3,standard_translation,0.0101,0.0617,20,0
3,residual,hi,tier_3,standard_translation,0.0381,0.1172,20,0
3,attn_out,hi,tier_3,standard_translation,0.0167,0.0388,20,0
3,mlp_out,hi,tier_3,standard_translation,0.0048,0.055,20,0
4,residual,hi,tier_3,standard_translation,0.0521,0.1018,20,0
4,attn_out,hi,tier_3,standard_translation,0.0068,0.0164,20,0
4,mlp_out,hi,tier_3,standard_translation,-0.0118,0.0613,20,0
5,residual,hi,tier_3,standard_translation,0.0368,0.0891,20,0
5,attn_out,hi,tier_3,standard_translation,-0.0036,0.0502,20,0
5,mlp_out,hi,tier_3,standard_translation,-0.0184,0.0564,20,0
6,residual,hi,tier_3,standard_translation,0.0267,0.0835,20,0
6,attn_out,hi,tier_3,standard_translation,0.0112,0.0341,20,0
6,mlp_out,hi,tier_3,standard_translation,0.0065,0.0715,20,0
7,residual,hi,tier_3,standard_translation,0.0294,0.0655,20,0
7,attn_out,hi,tier_3,standard_translation,0.0163,0.0366,20,0
7,mlp_out,hi,tier_3,standard_translation,0.0021,0.072,20,0
8,residual,hi,tier_3,standard_translation,0.0455,0.0475,20,0
8,attn_out,hi,tier_3,standard_translation,-0.0245,0.0168,20,0
8,mlp_out,hi,tier_3,standard_translation,0.0289,0.0342,20,0
9,residual,hi,tier_3,standard_translation,0.038,0.0556,20,0
9,attn_out,hi,tier_3,standard_translation,-0.008,0.0219,20,0
9,mlp_out,hi,tier_3,standard_translation,-0.0056,0.0291,20,0
10,residual,hi,tier_3,standard_translation,0.0317,0.051,20,0
10,attn_out,hi,tier_3,standard_translation,-0.007,0.0246,20,0
10,mlp_out,hi,tier_3,standard_translation,0.0121,0.0274,20,0
11,residual,hi,tier_3,standard_translation,0.0264,0.0718,20,0
11,attn_out,hi,tier_3,standard_translation,0.0061,0.0107,20,0
11,mlp_out,hi,tier_3,standard_translation,0.0338,0.0257,20,0
12,residual,hi,tier_3,standard_translation,0.0092,0.0651,20,0
12,attn_out,hi,tier_3,standard_translation,0.007,0.0154,20,0
12,mlp_out,hi,tier_3,standard_translation,0.007,0.0167,20,0
13,residual,hi,tier_3,standard_translation,0.0075,0.048,20,0
13,attn_out,hi,tier_3,standard_translation,0.0087,0.0036,20,0
13,mlp_out,hi,tier_3,standard_translation,0.0027,0.0136,20,0
14,residual,hi,tier_3,standard_translation,0.0068,0.0382,20,0
14,attn_out,hi,tier_3,standard_translation,0.0053,0.0049,20,0
14,mlp_out,hi,tier_3,standard_translation,-0.0021,0.0061,20,0
15,residual,hi,tier_3,standard_translation,0.0034,0.0353,20,0
15,attn_out,hi,tier_3,standard_translation,0.003,0.0037,20,0
15,mlp_out,hi,tier_3,standard_translation,-0.0122,0.0077,20,0
16,residual,hi,tier_3,standard_translation,-0.0004,0.0379,20,0
16,attn_out,hi,tier_3,standard_translation,-0.0013,0.0028,20,0
16,mlp_out,hi,tier_3,standard_translation,-0.0046,0.007,20,0
17,residual,hi,tier_3,standard_translation,0.0012,0.0287,20,0
17,attn_out,hi,tier_3,standard_translation,-0.0024,0.0025,20,0
17,mlp_out,hi,tier_3,standard_translation,-0.0043,0.002,20,0
18,residual,hi,tier_3,standard_translation,-0.001,0.0287,20,0
18,attn_out,hi,tier_3,standard_translation,-0.0006,0.0027,20,0
18,mlp_out,hi,tier_3,standard_translation,0.0002,0.0006,20,0
19,residual,hi,tier_3,standard_translation,-0.0024,0.0284,20,0
19,attn_out,hi,tier_3,standard_translation,-0.0021,0.0021,20,0
19,mlp_out,hi,tier_3,standard_translation,-0.0043,0.0056,20,0
20,residual,hi,tier_3,standard_translation,0.0002,0.0296,20,0
20,attn_out,hi,tier_3,standard_translation,-0.002,0.0049,20,0
20,mlp_out,hi,tier_3,standard_translation,-0.0002,0.0033,20,0
21,residual,hi,tier_3,standard_translation,0.001,0.0294,20,0
21,attn_out,hi,tier_3,standard_translation,-0.0014,0.0014,20,0
21,mlp_out,hi,tier_3,standard_translation,-0.0027,0.0046,20,0
22,residual,hi,tier_3,standard_translation,0.0002,0.0336,20,0
22,attn_out,hi,tier_3,standard_translation,-0.0,0.001,20,0
22,mlp_out,hi,tier_3,standard_translation,0.0045,0.0058,20,0
23,residual,hi,tier_3,standard_translation,0.0012,0.0357,20,0
23,attn_out,hi,tier_3,standard_translation,0.0006,0.0007,20,0
23,mlp_out,hi,tier_3,standard_translation,0.0019,0.0033,20,0
24,residual,hi,tier_3,standard_translation,0.0127,0.0148,20,0
24,attn_out,hi,tier_3,standard_translation,0.0029,0.0012,20,0
24,mlp_out,hi,tier_3,standard_translation,-0.0014,0.0029,20,0
25,residual,hi,tier_3,standard_translation,0.0167,0.0126,20,0
25,attn_out,hi,tier_3,standard_translation,0.0006,0.0013,20,0
25,mlp_out,hi,tier_3,standard_translation,-0.0014,0.0033,20,0
26,residual,hi,tier_3,standard_translation,0.0135,0.0112,20,0
26,attn_out,hi,tier_3,standard_translation,-0.0028,0.0013,20,0
26,mlp_out,hi,tier_3,standard_translation,0.0016,0.0017,20,0
27,residual,hi,tier_3,standard_translation,0.0159,0.0099,20,0
27,attn_out,hi,tier_3,standard_translation,0.0007,0.0005,20,0
27,mlp_out,hi,tier_3,standard_translation,-0.0084,0.0037,20,0
28,residual,hi,tier_3,standard_translation,0.0106,0.0097,20,0
28,attn_out,hi,tier_3,standard_translation,-0.0005,0.0003,20,0
28,mlp_out,hi,tier_3,standard_translation,0.0024,0.0024,20,0
29,residual,hi,tier_3,standard_translation,0.0082,0.0077,20,0
29,attn_out,hi,tier_3,standard_translation,-0.0004,0.0021,20,0
29,mlp_out,hi,tier_3,standard_translation,-0.0058,0.0031,20,0
30,residual,hi,tier_3,standard_translation,0.0039,0.0053,20,0
30,attn_out,hi,tier_3,standard_translation,0.0003,0.0009,20,0
30,mlp_out,hi,tier_3,standard_translation,-0.0029,0.0024,20,0
31,residual,hi,tier_3,standard_translation,0.0,0.0,20,0
31,attn_out,hi,tier_3,standard_translation,0.0,0.0,20,0
31,mlp_out,hi,tier_3,standard_translation,0.0,0.0,20,0
0,residual,sw,tier_3,standard_translation,-0.0026,0.0662,20,0
0,attn_out,sw,tier_3,standard_translation,0.0623,0.1045,20,0
0,mlp_out,sw,tier_3,standard_translation,-0.0316,0.065,20,0
1,residual,sw,tier_3,standard_translation,-0.012,0.0512,20,0
1,attn_out,sw,tier_3,standard_translation,0.0026,0.0542,20,0
1,mlp_out,sw,tier_3,standard_translation,-0.0607,0.1072,20,0
2,residual,sw,tier_3,standard_translation,-0.0292,0.0488,20,0
2,attn_out,sw,tier_3,standard_translation,0.0123,0.0416,20,0
2,mlp_out,sw,tier_3,standard_translation,-0.0312,0.0382,20,0
3,residual,sw,tier_3,standard_translation,-0.0799,0.1216,20,0
3,attn_out,sw,tier_3,standard_translation,0.0064,0.0769,20,0
3,mlp_out,sw,tier_3,standard_translation,-0.0681,0.1404,20,0
4,residual,sw,tier_3,standard_translation,-0.0818,0.1286,20,0
4,attn_out,sw,tier_3,standard_translation,0.0108,0.0882,20,0
4,mlp_out,sw,tier_3,standard_translation,-0.0516,0.078,20,0
5,residual,sw,tier_3,standard_translation,-0.0955,0.1319,20,0
5,attn_out,sw,tier_3,standard_translation,0.0133,0.0184,20,0
5,mlp_out,sw,tier_3,standard_translation,-0.0367,0.0446,20,0
6,residual,sw,tier_3,standard_translation,-0.095,0.1317,20,0
6,attn_out,sw,tier_3,standard_translation,0.0129,0.0248,20,0
6,mlp_out,sw,tier_3,standard_translation,-0.0538,0.1021,20,0
7,residual,sw,tier_3,standard_translation,-0.1031,0.1297,20,0
7,attn_out,sw,tier_3,standard_translation,-0.0066,0.023,20,0
7,mlp_out,sw,tier_3,standard_translation,-0.0606,0.0996,20,0
8,residual,sw,tier_3,standard_translation,-0.0887,0.116,20,0
8,attn_out,sw,tier_3,standard_translation,0.0126,0.0172,20,0
8,mlp_out,sw,tier_3,standard_translation,-0.0046,0.0246,20,0
9,residual,sw,tier_3,standard_translation,-0.0999,0.108,20,0
9,attn_out,sw,tier_3,standard_translation,-0.0031,0.0079,20,0
9,mlp_out,sw,tier_3,standard_translation,-0.0108,0.0421,20,0
10,residual,sw,tier_3,standard_translation,-0.1032,0.099,20,0
10,attn_out,sw,tier_3,standard_translation,-0.0063,0.0094,20,0
10,mlp_out,sw,tier_3,standard_translation,-0.0211,0.0214,20,0
11,residual,sw,tier_3,standard_translation,-0.1082,0.0881,20,0
11,attn_out,sw,tier_3,standard_translation,0.0016,0.011,20,0
11,mlp_out,sw,tier_3,standard_translation,-0.0109,0.0136,20,0
12,residual,sw,tier_3,standard_translation,-0.0575,0.0537,20,0
12,attn_out,sw,tier_3,standard_translation,-0.0012,0.0021,20,0
12,mlp_out,sw,tier_3,standard_translation,-0.004,0.0047,20,0
13,residual,sw,tier_3,standard_translation,-0.0307,0.0274,20,0
13,attn_out,sw,tier_3,standard_translation,-0.0005,0.0023,20,0
13,mlp_out,sw,tier_3,standard_translation,-0.0003,0.0055,20,0
14,residual,sw,tier_3,standard_translation,-0.0276,0.0261,20,0
14,attn_out,sw,tier_3,standard_translation,0.0016,0.0019,20,0
14,mlp_out,sw,tier_3,standard_translation,0.0001,0.0024,20,0
15,residual,sw,tier_3,standard_translation,-0.0141,0.0172,20,0
15,attn_out,sw,tier_3,standard_translation,0.0003,0.0026,20,0
15,mlp_out,sw,tier_3,standard_translation,-0.0021,0.0026,20,0
16,residual,sw,tier_3,standard_translation,-0.0109,0.0178,20,0
16,attn_out,sw,tier_3,standard_translation,0.0007,0.0022,20,0
16,mlp_out,sw,tier_3,standard_translation,-0.0018,0.0021,20,0
17,residual,sw,tier_3,standard_translation,-0.0072,0.0169,20,0
17,attn_out,sw,tier_3,standard_translation,0.0004,0.0014,20,0
17,mlp_out,sw,tier_3,standard_translation,-0.0045,0.0039,20,0
18,residual,sw,tier_3,standard_translation,-0.0024,0.0118,20,0
18,attn_out,sw,tier_3,standard_translation,0.0002,0.0005,20,0
18,mlp_out,sw,tier_3,standard_translation,0.0016,0.001,20,0
19,residual,sw,tier_3,standard_translation,-0.0006,0.0102,20,0
19,attn_out,sw,tier_3,standard_translation,0.0005,0.0009,20,0
19,mlp_out,sw,tier_3,standard_translation,0.0005,0.0019,20,0
20,residual,sw,tier_3,standard_translation,0.002,0.0095,20,0
20,attn_out,sw,tier_3,standard_translation,0.002,0.0017,20,0
20,mlp_out,sw,tier_3,standard_translation,0.0019,0.0013,20,0
21,residual,sw,tier_3,standard_translation,0.0012,0.0094,20,0
21,attn_out,sw,tier_3,standard_translation,0.0,0.001,20,0
21,mlp_out,sw,tier_3,standard_translation,0.0007,0.0019,20,0
22,residual,sw,tier_3,standard_translation,0.0057,0.0077,20,0
22,attn_out,sw,tier_3,standard_translation,0.0006,0.0008,20,0
22,mlp_out,sw,tier_3,standard_translation,0.0022,0.0011,20,0
23,residual,sw,tier_3,standard_translation,0.0062,0.0067,20,0
23,attn_out,sw,tier_3,standard_translation,0.0004,0.0004,20,0
23,mlp_out,sw,tier_3,standard_translation,0.002,0.0008,20,0
24,residual,sw,tier_3,standard_translation,0.0042,0.0053,20,0
24,attn_out,sw,tier_3,standard_translation,0.0007,0.0006,20,0
24,mlp_out,sw,tier_3,standard_translation,0.001,0.0005,20,0
25,residual,sw,tier_3,standard_translation,0.0061,0.0052,20,0
25,attn_out,sw,tier_3,standard_translation,-0.0002,0.0007,20,0
25,mlp_out,sw,tier_3,standard_translation,0.0039,0.0019,20,0
26,residual,sw,tier_3,standard_translation,0.0028,0.0044,20,0
26,attn_out,sw,tier_3,standard_translation,-0.0008,0.0004,20,0
26,mlp_out,sw,tier_3,standard_translation,-0.0017,0.0018,20,0
27,residual,sw,tier_3,standard_translation,0.0064,0.0045,20,0
27,attn_out,sw,tier_3,standard_translation,0.0009,0.0001,20,0
27,mlp_out,sw,tier_3,standard_translation,0.0022,0.0007,20,0
28,residual,sw,tier_3,standard_translation,0.0088,0.0049,20,0
28,attn_out,sw,tier_3,standard_translation,-0.0004,0.0005,20,0
28,mlp_out,sw,tier_3,standard_translation,0.0008,0.0008,20,0
29,residual,sw,tier_3,standard_translation,0.0092,0.0042,20,0
29,attn_out,sw,tier_3,standard_translation,-0.0002,0.0005,20,0
29,mlp_out,sw,tier_3,standard_translation,0.0006,0.0006,20,0
30,residual,sw,tier_3,standard_translation,0.0006,0.0024,20,0
30,attn_out,sw,tier_3,standard_translation,-0.0002,0.0003,20,0
30,mlp_out,sw,tier_3,standard_translation,-0.0002,0.0007,20,0
31,residual,sw,tier_3,standard_translation,0.0,0.0,20,0
31,attn_out,sw,tier_3,standard_translation,0.0,0.0,20,0
31,mlp_out,sw,tier_3,standard_translation,0.0,0.0,20,0
0,residual,yo,tier_4,standard_translation,0.0428,0.056,20,0
0,attn_out,yo,tier_4,standard_translation,0.0066,0.0267,20,0
0,mlp_out,yo,tier_4,standard_translation,0.0414,0.0495,20,0
1,residual,yo,tier_4,standard_translation,0.0738,0.0344,20,0
1,attn_out,yo,tier_4,standard_translation,-0.0047,0.0296,20,0
1,mlp_out,yo,tier_4,standard_translation,0.0183,0.0365,20,0
2,residual,yo,tier_4,standard_translation,0.069,0.0374,20,0
2,attn_out,yo,tier_4,standard_translation,-0.0026,0.0198,20,0
2,mlp_out,yo,tier_4,standard_translation,0.0134,0.0304,20,0
3,residual,yo,tier_4,standard_translation,0.0454,0.0529,20,0
3,attn_out,yo,tier_4,standard_translation,-0.0064,0.0587,20,0
3,mlp_out,yo,tier_4,standard_translation,0.042,0.0504,20,0
4,residual,yo,tier_4,standard_translation,-0.0027,0.0562,20,0
4,attn_out,yo,tier_4,standard_translation,0.0018,0.0229,20,0
4,mlp_out,yo,tier_4,standard_translation,0.0054,0.0338,20,0
5,residual,yo,tier_4,standard_translation,-0.0134,0.055,20,0
5,attn_out,yo,tier_4,standard_translation,-0.0051,0.0123,20,0
5,mlp_out,yo,tier_4,standard_translation,-0.0024,0.0316,20,0
6,residual,yo,tier_4,standard_translation,-0.0354,0.0646,20,0
6,attn_out,yo,tier_4,standard_translation,-0.0027,0.0164,20,0
6,mlp_out,yo,tier_4,standard_translation,-0.0027,0.0247,20,0
7,residual,yo,tier_4,standard_translation,-0.0348,0.0673,20,0
7,attn_out,yo,tier_4,standard_translation,-0.005,0.0087,20,0
7,mlp_out,yo,tier_4,standard_translation,-0.0062,0.0195,20,0
8,residual,yo,tier_4,standard_translation,-0.0532,0.0966,20,0
8,attn_out,yo,tier_4,standard_translation,-0.0075,0.0125,20,0
8,mlp_out,yo,tier_4,standard_translation,0.0021,0.0158,20,0
9,residual,yo,tier_4,standard_translation,-0.0619,0.1086,20,0
9,attn_out,yo,tier_4,standard_translation,-0.0071,0.0052,20,0
9,mlp_out,yo,tier_4,standard_translation,0.0056,0.0184,20,0
10,residual,yo,tier_4,standard_translation,-0.077,0.1106,20,0
10,attn_out,yo,tier_4,standard_translation,-0.0107,0.0094,20,0
10,mlp_out,yo,tier_4,standard_translation,0.0003,0.0165,20,0
11,residual,yo,tier_4,standard_translation,-0.0879,0.1055,20,0
11,attn_out,yo,tier_4,standard_translation,-0.0054,0.0054,20,0
11,mlp_out,yo,tier_4,standard_translation,0.0005,0.0121,20,0
12,residual,yo,tier_4,standard_translation,-0.0779,0.0911,20,0
12,attn_out,yo,tier_4,standard_translation,0.0046,0.0082,20,0
12,mlp_out,yo,tier_4,standard_translation,0.0027,0.0094,20,0
13,residual,yo,tier_4,standard_translation,-0.0675,0.09,20,0
13,attn_out,yo,tier_4,standard_translation,-0.0066,0.0076,20,0
13,mlp_out,yo,tier_4,standard_translation,0.0121,0.0054,20,0
14,residual,yo,tier_4,standard_translation,-0.0605,0.0919,20,0
14,attn_out,yo,tier_4,standard_translation,-0.0009,0.0086,20,0
14,mlp_out,yo,tier_4,standard_translation,0.0071,0.006,20,0
15,residual,yo,tier_4,standard_translation,-0.0532,0.0828,20,0
15,attn_out,yo,tier_4,standard_translation,-0.0014,0.0011,20,0
15,mlp_out,yo,tier_4,standard_translation,-0.0027,0.0024,20,0
16,residual,yo,tier_4,standard_translation,-0.0398,0.0792,20,0
16,attn_out,yo,tier_4,standard_translation,0.0011,0.0017,20,0
16,mlp_out,yo,tier_4,standard_translation,0.0061,0.0104,20,0
17,residual,yo,tier_4,standard_translation,-0.0273,0.0695,20,0
17,attn_out,yo,tier_4,standard_translation,0.0018,0.0038,20,0
17,mlp_out,yo,tier_4,standard_translation,0.0009,0.0056,20,0
18,residual,yo,tier_4,standard_translation,-0.028,0.0619,20,0
18,attn_out,yo,tier_4,standard_translation,-0.0016,0.0027,20,0
18,mlp_out,yo,tier_4,standard_translation,0.0022,0.0055,20,0
19,residual,yo,tier_4,standard_translation,-0.0291,0.0596,20,0
19,attn_out,yo,tier_4,standard_translation,0.0009,0.0013,20,0
19,mlp_out,yo,tier_4,standard_translation,0.0026,0.005,20,0
20,residual,yo,tier_4,standard_translation,-0.028,0.0588,20,0
20,attn_out,yo,tier_4,standard_translation,-0.0015,0.0033,20,0
20,mlp_out,yo,tier_4,standard_translation,0.0017,0.0024,20,0
21,residual,yo,tier_4,standard_translation,-0.0273,0.0567,20,0
21,attn_out,yo,tier_4,standard_translation,-0.0001,0.0011,20,0
21,mlp_out,yo,tier_4,standard_translation,-0.0031,0.0027,20,0
22,residual,yo,tier_4,standard_translation,-0.0206,0.06,20,0
22,attn_out,yo,tier_4,standard_translation,0.0009,0.0004,20,0
22,mlp_out,yo,tier_4,standard_translation,-0.0051,0.0082,20,0
23,residual,yo,tier_4,standard_translation,-0.0254,0.0556,20,0
23,attn_out,yo,tier_4,standard_translation,-0.0016,0.0014,20,0
23,mlp_out,yo,tier_4,standard_translation,0.0028,0.004,20,0
24,residual,yo,tier_4,standard_translation,-0.0279,0.0572,20,0
24,attn_out,yo,tier_4,standard_translation,-0.0007,0.0018,20,0
24,mlp_out,yo,tier_4,standard_translation,-0.0016,0.0076,20,0
25,residual,yo,tier_4,standard_translation,-0.0257,0.0505,20,0
25,attn_out,yo,tier_4,standard_translation,0.001,0.0012,20,0
25,mlp_out,yo,tier_4,standard_translation,0.0002,0.0079,20,0
26,residual,yo,tier_4,standard_translation,-0.0298,0.0507,20,0
26,attn_out,yo,tier_4,standard_translation,0.0023,0.0021,20,0
26,mlp_out,yo,tier_4,standard_translation,0.0016,0.0012,20,0
27,residual,yo,tier_4,standard_translation,-0.0317,0.0527,20,0
27,attn_out,yo,tier_4,standard_translation,0.0001,0.001,20,0
27,mlp_out,yo,tier_4,standard_translation,0.0029,0.0044,20,0
28,residual,yo,tier_4,standard_translation,-0.0253,0.0441,20,0
28,attn_out,yo,tier_4,standard_translation,-0.0017,0.0016,20,0
28,mlp_out,yo,tier_4,standard_translation,0.0065,0.0024,20,0
29,residual,yo,tier_4,standard_translation,0.0158,0.0201,20,0
29,attn_out,yo,tier_4,standard_translation,-0.0027,0.0048,20,0
29,mlp_out,yo,tier_4,standard_translation,0.0002,0.0019,20,0
30,residual,yo,tier_4,standard_translation,0.0053,0.0062,20,0
30,attn_out,yo,tier_4,standard_translation,-0.0003,0.0005,20,0
30,mlp_out,yo,tier_4,standard_translation,0.0016,0.0022,20,0
31,residual,yo,tier_4,standard_translation,0.0,0.0,20,0
31,attn_out,yo,tier_4,standard_translation,0.0,0.0,20,0
31,mlp_out,yo,tier_4,standard_translation,0.0,0.0,20,0
0,residual,zu,tier_4,standard_translation,-0.0236,0.1274,20,0
0,attn_out,zu,tier_4,standard_translation,-0.0151,0.0392,20,0
0,mlp_out,zu,tier_4,standard_translation,-0.0419,0.0856,20,0
1,residual,zu,tier_4,standard_translation,-0.0459,0.1054,20,0
1,attn_out,zu,tier_4,standard_translation,-0.0118,0.0216,20,0
1,mlp_out,zu,tier_4,standard_translation,-0.0106,0.0277,20,0
2,residual,zu,tier_4,standard_translation,-0.0481,0.0862,20,0
2,attn_out,zu,tier_4,standard_translation,0.0001,0.0172,20,0
2,mlp_out,zu,tier_4,standard_translation,-0.0211,0.0545,20,0
3,residual,zu,tier_4,standard_translation,-0.0435,0.1254,20,0
3,attn_out,zu,tier_4,standard_translation,0.0114,0.0169,20,0
3,mlp_out,zu,tier_4,standard_translation,-0.02,0.0492,20,0
4,residual,zu,tier_4,standard_translation,-0.0422,0.1111,20,0
4,attn_out,zu,tier_4,standard_translation,0.0007,0.0187,20,0
4,mlp_out,zu,tier_4,standard_translation,-0.0022,0.0312,20,0
5,residual,zu,tier_4,standard_translation,-0.0521,0.127,20,0
5,attn_out,zu,tier_4,standard_translation,-0.0021,0.0129,20,0
5,mlp_out,zu,tier_4,standard_translation,0.0048,0.0232,20,0
6,residual,zu,tier_4,standard_translation,-0.0742,0.1298,20,0
6,attn_out,zu,tier_4,standard_translation,-0.0055,0.0071,20,0
6,mlp_out,zu,tier_4,standard_translation,0.0051,0.0129,20,0
7,residual,zu,tier_4,standard_translation,-0.0915,0.1315,20,0
7,attn_out,zu,tier_4,standard_translation,-0.0013,0.0099,20,0
7,mlp_out,zu,tier_4,standard_translation,0.0073,0.0246,20,0
8,residual,zu,tier_4,standard_translation,-0.1,0.0918,20,0
8,attn_out,zu,tier_4,standard_translation,0.01,0.0037,20,0
8,mlp_out,zu,tier_4,standard_translation,-0.0013,0.0232,20,0
9,residual,zu,tier_4,standard_translation,-0.0912,0.0812,20,0
9,attn_out,zu,tier_4,standard_translation,-0.0054,0.0027,20,0
9,mlp_out,zu,tier_4,standard_translation,0.0058,0.0173,20,0
10,residual,zu,tier_4,standard_translation,-0.1183,0.0756,20,0
10,attn_out,zu,tier_4,standard_translation,0.0042,0.0043,20,0
10,mlp_out,zu,tier_4,standard_translation,-0.0049,0.02,20,0
11,residual,zu,tier_4,standard_translation,-0.1295,0.0796,20,0
11,attn_out,zu,tier_4,standard_translation,0.0034,0.0045,20,0
11,mlp_out,zu,tier_4,standard_translation,-0.0038,0.0103,20,0
12,residual,zu,tier_4,standard_translation,-0.0657,0.044,20,0
12,attn_out,zu,tier_4,standard_translation,0.0034,0.0035,20,0
12,mlp_out,zu,tier_4,standard_translation,-0.0103,0.0097,20,0
13,residual,zu,tier_4,standard_translation,-0.0543,0.0365,20,0
13,attn_out,zu,tier_4,standard_translation,0.0005,0.0023,20,0
13,mlp_out,zu,tier_4,standard_translation,0.0003,0.0159,20,0
14,residual,zu,tier_4,standard_translation,-0.0524,0.038,20,0
14,attn_out,zu,tier_4,standard_translation,0.0022,0.0046,20,0
14,mlp_out,zu,tier_4,standard_translation,-0.0099,0.0099,20,0
15,residual,zu,tier_4,standard_translation,-0.014,0.024,20,0
15,attn_out,zu,tier_4,standard_translation,0.0004,0.0022,20,0
15,mlp_out,zu,tier_4,standard_translation,-0.0031,0.0034,20,0
16,residual,zu,tier_4,standard_translation,0.0071,0.0238,20,0
16,attn_out,zu,tier_4,standard_translation,0.0106,0.0054,20,0
16,mlp_out,zu,tier_4,standard_translation,-0.0,0.0031,20,0
17,residual,zu,tier_4,standard_translation,0.0106,0.0215,20,0
17,attn_out,zu,tier_4,standard_translation,0.003,0.002,20,0
17,mlp_out,zu,tier_4,standard_translation,-0.0041,0.0013,20,0
18,residual,zu,tier_4,standard_translation,0.0109,0.0197,20,0
18,attn_out,zu,tier_4,standard_translation,-0.0026,0.0021,20,0
18,mlp_out,zu,tier_4,standard_translation,0.0,0.0026,20,0
19,residual,zu,tier_4,standard_translation,0.0112,0.0179,20,0
19,attn_out,zu,tier_4,standard_translation,0.0023,0.0011,20,0
19,mlp_out,zu,tier_4,standard_translation,0.0013,0.0036,20,0
20,residual,zu,tier_4,standard_translation,0.0076,0.0179,20,0
20,attn_out,zu,tier_4,standard_translation,0.0029,0.002,20,0
20,mlp_out,zu,tier_4,standard_translation,-0.0029,0.004,20,0
21,residual,zu,tier_4,standard_translation,0.0062,0.0173,20,0
21,attn_out,zu,tier_4,standard_translation,0.0015,0.0009,20,0
21,mlp_out,zu,tier_4,standard_translation,0.0066,0.0049,20,0
22,residual,zu,tier_4,standard_translation,0.0066,0.0164,20,0
22,attn_out,zu,tier_4,standard_translation,0.0006,0.0007,20,0
22,mlp_out,zu,tier_4,standard_translation,0.0043,0.002,20,0
23,residual,zu,tier_4,standard_translation,0.005,0.0154,20,0
23,attn_out,zu,tier_4,standard_translation,-0.0007,0.0007,20,0
23,mlp_out,zu,tier_4,standard_translation,0.006,0.0045,20,0
24,residual,zu,tier_4,standard_translation,0.0056,0.0187,20,0
24,attn_out,zu,tier_4,standard_translation,0.0011,0.0018,20,0
24,mlp_out,zu,tier_4,standard_translation,-0.0102,0.0099,20,0
