layer,component,language,tier,perturbation,mean_delta,std_delta,n_pairs_used,n_pairs_skipped
22,mlp_out,id,tier_3,standard_translation,0.0432,0.0893,20,0
23,residual,id,tier_3,standard_translation,-0.0835,0.2732,20,0
23,attn_out,id,tier_3,standard_translation,-0.0377,0.0485,20,0
23,mlp_out,id,tier_3,standard_translation,-0.053,0.0275,20,0
24,residual,id,tier_3,standard_translation,-0.0701,0.2527,20,0
24,attn_out,id,tier_3,standard_translation,-0.0142,0.0123,20,0
24,mlp_out,id,tier_3,standard_translation,-0.0559,0.0276,20,0
25,residual,id,tier_3,standard_translation,-0.0675,0.2419,20,0
25,attn_out,id,tier_3,standard_translation,-0.0019,0.0108,20,0
25,mlp_out,id,tier_3,standard_translation,0.0192,0.0808,20,0
26,residual,id,tier_3,standard_translation,-0.0835,0.1341,20,0
26,attn_out,id,tier_3,standard_translation,-0.0054,0.0163,20,0
26,mlp_out,id,tier_3,standard_translation,0.0377,0.0572,20,0
27,residual,id,tier_3,standard_translation,0.0,0.0,20,0
27,attn_out,id,tier_3,standard_translation,0.0,0.0,20,0
27,mlp_out,id,tier_3,standard_translation,0.0,0.0,20,0
0,residual,hi,tier_3,standard_translation,-1.0512,0.9644,20,0
0,attn_out,hi,tier_3,standard_translation,-1.0758,0.9658,20,0
0,mlp_out,hi,tier_3,standard_translation,-0.7206,0.6508,20,0
1,residual,hi,tier_3,standard_translation,-0.8972,0.9107,20,0
1,attn_out,hi,tier_3,standard_translation,-0.1617,0.2981,20,0
1,mlp_out,hi,tier_3,standard_translation,0.088,0.324,20,0
2,residual,hi,tier_3,standard_translation,-0.7963,0.8159,20,0
2,attn_out,hi,tier_3,standard_translation,-0.1418,0.1264,20,0
2,mlp_out,hi,tier_3,standard_translation,0.1935,0.179,20,0
3,residual,hi,tier_3,standard_translation,-0.7095,1.6129,20,0
3,attn_out,hi,tier_3,standard_translation,-0.0539,0.3055,20,0
3,mlp_out,hi,tier_3,standard_translation,0.0317,0.1111,20,0
4,residual,hi,tier_3,standard_translation,-0.4746,1.8694,20,0
4,attn_out,hi,tier_3,standard_translation,-0.0213,0.2885,20,0
4,mlp_out,hi,tier_3,standard_translation,0.0743,0.3411,20,0
5,residual,hi,tier_3,standard_translation,-0.1737,1.8536,20,0
5,attn_out,hi,tier_3,standard_translation,0.0657,0.1854,20,0
5,mlp_out,hi,tier_3,standard_translation,0.1919,0.3004,20,0
6,residual,hi,tier_3,standard_translation,-0.28,1.5773,20,0
6,attn_out,hi,tier_3,standard_translation,0.0217,0.4349,20,0
6,mlp_out,hi,tier_3,standard_translation,0.071,0.2238,20,0
7,residual,hi,tier_3,standard_translation,-0.4243,1.6585,20,0
7,attn_out,hi,tier_3,standard_translation,-0.0726,0.2712,20,0
7,mlp_out,hi,tier_3,standard_translation,0.4399,0.7709,20,0
8,residual,hi,tier_3,standard_translation,-0.2762,1.8838,20,0
8,attn_out,hi,tier_3,standard_translation,-0.0311,0.4726,20,0
8,mlp_out,hi,tier_3,standard_translation,0.4801,0.8828,20,0
9,residual,hi,tier_3,standard_translation,-0.3296,1.7989,20,0
9,attn_out,hi,tier_3,standard_translation,0.0045,0.5103,20,0
9,mlp_out,hi,tier_3,standard_translation,0.4487,0.2954,20,0
10,residual,hi,tier_3,standard_translation,-0.3501,1.5492,20,0
10,attn_out,hi,tier_3,standard_translation,0.164,0.1972,20,0
10,mlp_out,hi,tier_3,standard_translation,0.6671,0.8235,20,0
11,residual,hi,tier_3,standard_translation,-0.5697,1.465,20,0
11,attn_out,hi,tier_3,standard_translation,-0.0386,0.2277,20,0
11,mlp_out,hi,tier_3,standard_translation,0.6305,0.4484,20,0
12,residual,hi,tier_3,standard_translation,-0.5734,1.2628,20,0
12,attn_out,hi,tier_3,standard_translation,0.2127,0.2536,20,0
12,mlp_out,hi,tier_3,standard_translation,0.2762,0.2918,20,0
13,residual,hi,tier_3,standard_translation,-0.4839,0.5429,20,0
13,attn_out,hi,tier_3,standard_translation,-0.0162,0.2972,20,0
13,mlp_out,hi,tier_3,standard_translation,0.1168,0.4283,20,0
14,residual,hi,tier_3,standard_translation,-0.5732,0.5709,20,0
14,attn_out,hi,tier_3,standard_translation,0.0696,0.2043,20,0
14,mlp_out,hi,tier_3,standard_translation,0.0297,0.112,20,0
15,residual,hi,tier_3,standard_translation,-0.502,0.528,20,0
15,attn_out,hi,tier_3,standard_translation,0.0985,0.141,20,0
15,mlp_out,hi,tier_3,standard_translation,-0.0491,0.2642,20,0
16,residual,hi,tier_3,standard_translation,-0.5945,0.6217,20,0
16,attn_out,hi,tier_3,standard_translation,-0.002,0.0954,20,0
16,mlp_out,hi,tier_3,standard_translation,0.1322,0.2921,20,0
17,residual,hi,tier_3,standard_translation,-0.6384,0.7493,20,0
17,attn_out,hi,tier_3,standard_translation,-0.013,0.0682,20,0
17,mlp_out,hi,tier_3,standard_translation,-0.061,0.3467,20,0
18,residual,hi,tier_3,standard_translation,-0.4486,0.3963,20,0
18,attn_out,hi,tier_3,standard_translation,-0.0359,0.0647,20,0
18,mlp_out,hi,tier_3,standard_translation,-0.1535,0.0625,20,0
19,residual,hi,tier_3,standard_translation,-0.3159,0.3979,20,0
19,attn_out,hi,tier_3,standard_translation,0.0657,0.0566,20,0
19,mlp_out,hi,tier_3,standard_translation,0.0356,0.0518,20,0
20,residual,hi,tier_3,standard_translation,-0.2859,0.4393,20,0
20,attn_out,hi,tier_3,standard_translation,0.0043,0.031,20,0
20,mlp_out,hi,tier_3,standard_translation,0.0445,0.0641,20,0
21,residual,hi,tier_3,standard_translation,-0.251,0.5561,20,0
21,attn_out,hi,tier_3,standard_translation,-0.0048,0.022,20,0
21,mlp_out,hi,tier_3,standard_translation,0.0138,0.0227,20,0
22,residual,hi,tier_3,standard_translation,-0.3032,0.578,20,0
22,attn_out,hi,tier_3,standard_translation,0.0097,0.0111,20,0
22,mlp_out,hi,tier_3,standard_translation,0.0509,0.0073,20,0
23,residual,hi,tier_3,standard_translation,-0.2825,0.5803,20,0
23,attn_out,hi,tier_3,standard_translation,-0.0011,0.0112,20,0
23,mlp_out,hi,tier_3,standard_translation,0.035,0.0208,20,0
24,residual,hi,tier_3,standard_translation,-0.221,0.3965,20,0
24,attn_out,hi,tier_3,standard_translation,0.0043,0.0095,20,0
24,mlp_out,hi,tier_3,standard_translation,0.0157,0.0185,20,0
25,residual,hi,tier_3,standard_translation,-0.1151,0.1259,20,0
25,attn_out,hi,tier_3,standard_translation,0.0124,0.0111,20,0
25,mlp_out,hi,tier_3,standard_translation,-0.001,0.0071,20,0
26,residual,hi,tier_3,standard_translation,-0.079,0.0938,20,0
26,attn_out,hi,tier_3,standard_translation,0.0045,0.0137,20,0
26,mlp_out,hi,tier_3,standard_translation,-0.0213,0.0187,20,0
27,residual,hi,tier_3,standard_translation,0.0,0.0,20,0
27,attn_out,hi,tier_3,standard_translation,0.0,0.0,20,0
27,mlp_out,hi,tier_3,standard_translation,0.0,0.0,20,0
0,residual,sw,tier_3,standard_translation,-2.1451,1.0357,20,0
0,attn_out,sw,tier_3,standard_translation,-2.1347,1.019,20,0
0,mlp_out,sw,tier_3,standard_translation,-0.5387,0.4913,20,0
1,residual,sw,tier_3,standard_translation,-2.0136,1.0407,20,0
1,attn_out,sw,tier_3,standard_translation,-0.0022,0.1415,20,0
1,mlp_out,sw,tier_3,standard_translation,-0.0591,0.3228,20,0
2,residual,sw,tier_3,standard_translation,-1.8826,1.0165,20,0
2,attn_out,sw,tier_3,standard_translation,0.1136,0.1179,20,0
2,mlp_out,sw,tier_3,standard_translation,-0.3838,0.8713,20,0
3,residual,sw,tier_3,standard_translation,-2.7486,1.1624,20,0
3,attn_out,sw,tier_3,standard_translation,-0.0263,0.1551,20,0
3,mlp_out,sw,tier_3,standard_translation,0.0065,0.162,20,0
4,residual,sw,tier_3,standard_translation,-2.7317,1.0679,20,0
4,attn_out,sw,tier_3,standard_translation,0.0391,0.1406,20,0
4,mlp_out,sw,tier_3,standard_translation,-0.2133,0.1642,20,0
5,residual,sw,tier_3,standard_translation,-2.5661,0.9394,20,0
5,attn_out,sw,tier_3,standard_translation,-0.1157,0.1188,20,0
5,mlp_out,sw,tier_3,standard_translation,-0.1197,0.2611,20,0
6,residual,sw,tier_3,standard_translation,-2.6787,0.8552,20,0
6,attn_out,sw,tier_3,standard_translation,-0.0228,0.2421,20,0
6,mlp_out,sw,tier_3,standard_translation,-0.1102,0.0752,20,0
7,residual,sw,tier_3,standard_translation,-2.8876,1.0471,20,0
7,attn_out,sw,tier_3,standard_translation,0.0694,0.1189,20,0
7,mlp_out,sw,tier_3,standard_translation,-0.0368,0.16,20,0
8,residual,sw,tier_3,standard_translation,-2.8484,1.3767,20,0
8,attn_out,sw,tier_3,standard_translation,0.064,0.1693,20,0
8,mlp_out,sw,tier_3,standard_translation,-0.0665,0.1099,20,0
9,residual,sw,tier_3,standard_translation,-2.7676,1.3589,20,0
9,attn_out,sw,tier_3,standard_translation,0.1441,0.0841,20,0
9,mlp_out,sw,tier_3,standard_translation,0.0266,0.2558,20,0
10,residual,sw,tier_3,standard_translation,-2.6002,1.4506,20,0
10,attn_out,sw,tier_3,standard_translation,0.0948,0.1519,20,0
10,mlp_out,sw,tier_3,standard_translation,-0.2233,0.2636,20,0
11,residual,sw,tier_3,standard_translation,-2.4713,1.4208,20,0
11,attn_out,sw,tier_3,standard_translation,0.0769,0.1271,20,0
11,mlp_out,sw,tier_3,standard_translation,-0.0181,0.1718,20,0
12,residual,sw,tier_3,standard_translation,-2.5831,1.3443,20,0
12,attn_out,sw,tier_3,standard_translation,0.0035,0.11,20,0
12,mlp_out,sw,tier_3,standard_translation,-0.1069,0.1308,20,0
13,residual,sw,tier_3,standard_translation,-2.0025,1.1178,20,0
13,attn_out,sw,tier_3,standard_translation,0.0453,0.0624,20,0
13,mlp_out,sw,tier_3,standard_translation,-0.0929,0.1364,20,0
14,residual,sw,tier_3,standard_translation,-1.708,0.8157,20,0
14,attn_out,sw,tier_3,standard_translation,-0.0211,0.0493,20,0
14,mlp_out,sw,tier_3,standard_translation,0.0853,0.2402,20,0
15,residual,sw,tier_3,standard_translation,-1.4629,0.7279,20,0
15,attn_out,sw,tier_3,standard_translation,0.0142,0.0961,20,0
15,mlp_out,sw,tier_3,standard_translation,0.0278,0.0637,20,0
16,residual,sw,tier_3,standard_translation,-1.3789,0.6468,20,0
16,attn_out,sw,tier_3,standard_translation,-0.0373,0.1187,20,0
16,mlp_out,sw,tier_3,standard_translation,-0.0465,0.1096,20,0
17,residual,sw,tier_3,standard_translation,-1.4144,0.6905,20,0
17,attn_out,sw,tier_3,standard_translation,0.0442,0.0772,20,0
17,mlp_out,sw,tier_3,standard_translation,-0.071,0.0586,20,0
18,residual,sw,tier_3,standard_translation,-0.6502,0.1627,20,0
18,attn_out,sw,tier_3,standard_translation,0.0108,0.0363,20,0
18,mlp_out,sw,tier_3,standard_translation,-0.0299,0.0913,20,0
19,residual,sw,tier_3,standard_translation,-0.2414,0.1732,20,0
19,attn_out,sw,tier_3,standard_translation,0.0156,0.0189,20,0
19,mlp_out,sw,tier_3,standard_translation,-0.0164,0.0368,20,0
20,residual,sw,tier_3,standard_translation,-0.1981,0.2303,20,0
20,attn_out,sw,tier_3,standard_translation,0.0082,0.0113,20,0
20,mlp_out,sw,tier_3,standard_translation,-0.0088,0.0139,20,0
21,residual,sw,tier_3,standard_translation,-0.1704,0.279,20,0
21,attn_out,sw,tier_3,standard_translation,0.0016,0.0181,20,0
21,mlp_out,sw,tier_3,standard_translation,-0.0175,0.0149,20,0
22,residual,sw,tier_3,standard_translation,-0.142,0.2533,20,0
22,attn_out,sw,tier_3,standard_translation,0.0087,0.0073,20,0
22,mlp_out,sw,tier_3,standard_translation,0.0029,0.0121,20,0
23,residual,sw,tier_3,standard_translation,-0.1192,0.2596,20,0
23,attn_out,sw,tier_3,standard_translation,-0.0276,0.0215,20,0
23,mlp_out,sw,tier_3,standard_translation,0.005,0.0192,20,0
24,residual,sw,tier_3,standard_translation,-0.0913,0.2419,20,0
24,attn_out,sw,tier_3,standard_translation,0.0026,0.0034,20,0
24,mlp_out,sw,tier_3,standard_translation,-0.0022,0.0105,20,0
25,residual,sw,tier_3,standard_translation,-0.0237,0.0805,20,0
25,attn_out,sw,tier_3,standard_translation,0.0011,0.0053,20,0
25,mlp_out,sw,tier_3,standard_translation,0.0062,0.0084,20,0
26,residual,sw,tier_3,standard_translation,-0.0276,0.0848,20,0
26,attn_out,sw,tier_3,standard_translation,0.0002,0.0043,20,0
26,mlp_out,sw,tier_3,standard_translation,0.0052,0.011,20,0
27,residual,sw,tier_3,standard_translation,0.0,0.0,20,0
27,attn_out,sw,tier_3,standard_translation,0.0,0.0,20,0
27,mlp_out,sw,tier_3,standard_translation,0.0,0.0,20,0
0,residual,yo,tier_4,standard_translation,-0.6008,0.3124,20,0
0,attn_out,yo,tier_4,standard_translation,-0.621,0.3131,20,0
0,mlp_out,yo,tier_4,standard_translation,0.0539,0.1819,20,0
1,residual,yo,tier_4,standard_translation,-0.6391,0.3873,20,0
1,attn_out,yo,tier_4,standard_translation,-0.0269,0.086,20,0
1,mlp_out,yo,tier_4,standard_translation,0.0353,0.0785,20,0
2,residual,yo,tier_4,standard_translation,-0.9038,0.5272,20,0
2,attn_out,yo,tier_4,standard_translation,0.0295,0.0576,20,0
2,mlp_out,yo,tier_4,standard_translation,0.0015,0.1933,20,0
3,residual,yo,tier_4,standard_translation,-1.7045,0.423,20,0
3,attn_out,yo,tier_4,standard_translation,-0.0043,0.0765,20,0
3,mlp_out,yo,tier_4,standard_translation,-0.041,0.1066,20,0
4,residual,yo,tier_4,standard_translation,-1.6132,0.3488,20,0
4,attn_out,yo,tier_4,standard_translation,-0.0375,0.0665,20,0
4,mlp_out,yo,tier_4,standard_translation,-0.0845,0.0542,20,0
5,residual,yo,tier_4,standard_translation,-1.481,0.3397,20,0
5,attn_out,yo,tier_4,standard_translation,0.0094,0.0949,20,0
5,mlp_out,yo,tier_4,standard_translation,0.0042,0.1258,20,0
6,residual,yo,tier_4,standard_translation,-1.5179,0.174,20,0
6,attn_out,yo,tier_4,standard_translation,-0.0452,0.0419,20,0
6,mlp_out,yo,tier_4,standard_translation,-0.262,0.2992,20,0
7,residual,yo,tier_4,standard_translation,-1.3924,0.2785,20,0
7,attn_out,yo,tier_4,standard_translation,-0.0753,0.0353,20,0
7,mlp_out,yo,tier_4,standard_translation,-0.0559,0.0583,20,0
8,residual,yo,tier_4,standard_translation,-1.3831,0.39,20,0
8,attn_out,yo,tier_4,standard_translation,-0.0511,0.1221,20,0
8,mlp_out,yo,tier_4,standard_translation,-0.0043,0.0405,20,0
9,residual,yo,tier_4,standard_translation,-1.3159,0.4143,20,0
9,attn_out,yo,tier_4,standard_translation,-0.0129,0.0304,20,0
9,mlp_out,yo,tier_4,standard_translation,-0.0877,0.1351,20,0
10,residual,yo,tier_4,standard_translation,-1.2886,0.5548,20,0
10,attn_out,yo,tier_4,standard_translation,-0.0181,0.0201,20,0
10,mlp_out,yo,tier_4,standard_translation,-0.1881,0.2174,20,0
11,residual,yo,tier_4,standard_translation,-1.1463,0.5727,20,0
11,attn_out,yo,tier_4,standard_translation,-0.0408,0.0344,20,0
11,mlp_out,yo,tier_4,standard_translation,0.0474,0.0113,20,0
12,residual,yo,tier_4,standard_translation,-1.0651,0.7282,20,0
12,attn_out,yo,tier_4,standard_translation,0.0603,0.0633,20,0
12,mlp_out,yo,tier_4,standard_translation,-0.0827,0.0573,20,0
13,residual,yo,tier_4,standard_translation,-0.0602,0.317,20,0
13,attn_out,yo,tier_4,standard_translation,-0.0405,0.1015,20,0
13,mlp_out,yo,tier_4,standard_translation,-0.044,0.0744,20,0
14,residual,yo,tier_4,standard_translation,0.0958,0.3552,20,0
14,attn_out,yo,tier_4,standard_translation,0.006,0.0832,20,0
14,mlp_out,yo,tier_4,standard_translation,-0.0505,0.0872,20,0
15,residual,yo,tier_4,standard_translation,0.3675,0.4208,20,0
15,attn_out,yo,tier_4,standard_translation,0.0385,0.0778,20,0
15,mlp_out,yo,tier_4,standard_translation,0.0176,0.0342,20,0
16,residual,yo,tier_4,standard_translation,0.2774,0.4056,20,0
16,attn_out,yo,tier_4,standard_translation,0.045,0.0944,20,0
16,mlp_out,yo,tier_4,standard_translation,-0.0392,0.0152,20,0
17,residual,yo,tier_4,standard_translation,0.3496,0.3854,20,0
17,attn_out,yo,tier_4,standard_translation,0.0525,0.0844,20,0
17,mlp_out,yo,tier_4,standard_translation,0.054,0.0705,20,0
18,residual,yo,tier_4,standard_translation,-0.023,0.1395,20,0
18,attn_out,yo,tier_4,standard_translation,0.0351,0.0458,20,0
18,mlp_out,yo,tier_4,standard_translation,-0.0348,0.0816,20,0
19,residual,yo,tier_4,standard_translation,0.0904,0.156,20,0
19,attn_out,yo,tier_4,standard_translation,0.0126,0.0144,20,0
19,mlp_out,yo,tier_4,standard_translation,0.0441,0.0596,20,0
20,residual,yo,tier_4,standard_translation,0.0423,0.126,20,0
20,attn_out,yo,tier_4,standard_translation,0.0065,0.0175,20,0
20,mlp_out,yo,tier_4,standard_translation,0.0163,0.0395,20,0
21,residual,yo,tier_4,standard_translation,0.026,0.0716,20,0
21,attn_out,yo,tier_4,standard_translation,0.0035,0.0056,20,0
21,mlp_out,yo,tier_4,standard_translation,0.0027,0.0061,20,0
22,residual,yo,tier_4,standard_translation,0.0319,0.0742,20,0
22,attn_out,yo,tier_4,standard_translation,0.0054,0.007,20,0
22,mlp_out,yo,tier_4,standard_translation,0.0323,0.0294,20,0
23,residual,yo,tier_4,standard_translation,0.0306,0.0701,20,0
23,attn_out,yo,tier_4,standard_translation,0.0036,0.0077,20,0
23,mlp_out,yo,tier_4,standard_translation,0.0083,0.0102,20,0
24,residual,yo,tier_4,standard_translation,0.0373,0.0651,20,0
24,attn_out,yo,tier_4,standard_translation,0.0049,0.0085,20,0
24,mlp_out,yo,tier_4,standard_translation,0.0194,0.0323,20,0
25,residual,yo,tier_4,standard_translation,0.039,0.061,20,0
25,attn_out,yo,tier_4,standard_translation,0.0011,0.0069,20,0
25,mlp_out,yo,tier_4,standard_translation,0.0046,0.0117,20,0
26,residual,yo,tier_4,standard_translation,0.0178,0.0352,20,0
26,attn_out,yo,tier_4,standard_translation,-0.0031,0.0063,20,0
26,mlp_out,yo,tier_4,standard_translation,-0.0088,0.0161,20,0
27,residual,yo,tier_4,standard_translation,0.0,0.0,20,0
27,attn_out,yo,tier_4,standard_translation,0.0,0.0,20,0
27,mlp_out,yo,tier_4,standard_translation,0.0,0.0,20,0
0,residual,zu,tier_4,standard_translation,-0.8692,0.543,20,0
0,attn_out,zu,tier_4,standard_translation,-0.8814,0.5616,20,0
0,mlp_out,zu,tier_4,standard_translation,-0.1701,0.3721,20,0
1,residual,zu,tier_4,standard_translation,-0.9262,0.6117,20,0
1,attn_out,zu,tier_4,standard_translation,-0.0315,0.2535,20,0
1,mlp_out,zu,tier_4,standard_translation,-0.043,0.2429,20,0
2,residual,zu,tier_4,standard_translation,-0.9159,0.6005,20,0
2,attn_out,zu,tier_4,standard_translation,0.178,0.1331,20,0
2,mlp_out,zu,tier_4,standard_translation,0.2276,0.1774,20,0
3,residual,zu,tier_4,standard_translation,-1.3138,0.3877,20,0
3,attn_out,zu,tier_4,standard_translation,-0.0451,0.0665,20,0
3,mlp_out,zu,tier_4,standard_translation,-0.0842,0.2331,20,0
4,residual,zu,tier_4,standard_translation,-1.4136,0.3529,20,0
4,attn_out,zu,tier_4,standard_translation,-0.0336,0.0589,20,0
4,mlp_out,zu,tier_4,standard_translation,0.0218,0.0727,20,0
5,residual,zu,tier_4,standard_translation,-1.3988,0.5159,20,0
5,attn_out,zu,tier_4,standard_translation,-0.0171,0.1458,20,0
5,mlp_out,zu,tier_4,standard_translation,-0.0609,0.2024,20,0
6,residual,zu,tier_4,standard_translation,-1.6988,0.7929,20,0
6,attn_out,zu,tier_4,standard_translation,0.0447,0.1214,20,0
6,mlp_out,zu,tier_4,standard_translation,-0.0909,0.3119,20,0
7,residual,zu,tier_4,standard_translation,-2.0659,0.9282,20,0
7,attn_out,zu,tier_4,standard_translation,-0.1644,0.2572,20,0
7,mlp_out,zu,tier_4,standard_translation,-0.2511,0.3598,20,0
8,residual,zu,tier_4,standard_translation,-2.1499,0.8754,20,0
8,attn_out,zu,tier_4,standard_translation,-0.0184,0.0945,20,0
8,mlp_out,zu,tier_4,standard_translation,-0.1736,0.1819,20,0
9,residual,zu,tier_4,standard_translation,-2.1129,0.7799,20,0
9,attn_out,zu,tier_4,standard_translation,-0.0355,0.1365,20,0
9,mlp_out,zu,tier_4,standard_translation,-0.0654,0.145,20,0
10,residual,zu,tier_4,standard_translation,-2.0234,0.7103,20,0
10,attn_out,zu,tier_4,standard_translation,0.0515,0.0845,20,0
10,mlp_out,zu,tier_4,standard_translation,-0.156,0.1568,20,0
11,residual,zu,tier_4,standard_translation,-1.5195,0.499,20,0
11,attn_out,zu,tier_4,standard_translation,0.1183,0.0787,20,0
11,mlp_out,zu,tier_4,standard_translation,-0.0192,0.2611,20,0
12,residual,zu,tier_4,standard_translation,-1.5286,0.4447,20,0
12,attn_out,zu,tier_4,standard_translation,0.1053,0.0846,20,0
12,mlp_out,zu,tier_4,standard_translation,-0.1227,0.1102,20,0
13,residual,zu,tier_4,standard_translation,-0.5677,0.423,20,0
13,attn_out,zu,tier_4,standard_translation,0.0351,0.039,20,0
13,mlp_out,zu,tier_4,standard_translation,-0.0239,0.0583,20,0
14,residual,zu,tier_4,standard_translation,-0.5166,0.3332,20,0
14,attn_out,zu,tier_4,standard_translation,-0.009,0.0423,20,0
14,mlp_out,zu,tier_4,standard_translation,-0.0415,0.1011,20,0
15,residual,zu,tier_4,standard_translation,-0.4399,0.2751,20,0
15,attn_out,zu,tier_4,standard_translation,-0.0433,0.0352,20,0
15,mlp_out,zu,tier_4,standard_translation,0.0183,0.0876,20,0
16,residual,zu,tier_4,standard_translation,-0.4372,0.2541,20,0
16,attn_out,zu,tier_4,standard_translation,0.042,0.0423,20,0
16,mlp_out,zu,tier_4,standard_translation,-0.066,0.1288,20,0
17,residual,zu,tier_4,standard_translation,-0.4064,0.253,20,0
17,attn_out,zu,tier_4,standard_translation,0.0671,0.0974,20,0
17,mlp_out,zu,tier_4,standard_translation,-0.1063,0.0825,20,0
18,residual,zu,tier_4,standard_translation,-0.2049,0.1218,20,0
18,attn_out,zu,tier_4,standard_translation,0.0352,0.0472,20,0
18,mlp_out,zu,tier_4,standard_translation,-0.0284,0.0874,20,0
19,residual,zu,tier_4,standard_translation,0.0351,0.1581,20,0
19,attn_out,zu,tier_4,standard_translation,-0.0034,0.0455,20,0
19,mlp_out,zu,tier_4,standard_translation,-0.011,0.051,20,0
20,residual,zu,tier_4,standard_translation,0.0261,0.1594,20,0
20,attn_out,zu,tier_4,standard_translation,0.0037,0.0088,20,0
20,mlp_out,zu,tier_4,standard_translation,0.041,0.0688,20,0
21,residual,zu,tier_4,standard_translation,0.0544,0.2083,20,0
21,attn_out,zu,tier_4,standard_translation,0.0097,0.0245,20,0
21,mlp_out,zu,tier_4,standard_translation,0.0682,0.1221,20,0
22,residual,zu,tier_4,standard_translation,0.0244,0.1359,20,0
22,attn_out,zu,tier_4,standard_translation,0.0093,0.0147,20,0
22,mlp_out,zu,tier_4,standard_translation,0.0597,0.0751,20,0
23,residual,zu,tier_4,standard_translation,0.0523,0.1385,20,0
23,attn_out,zu,tier_4,standard_translation,0.0084,0.0181,20,0
23,mlp_out,zu,tier_4,standard_translation,-0.0161,0.0363,20,0
24,residual,zu,tier_4,standard_translation,0.0462,0.1155,20,0
24,attn_out,zu,tier_4,standard_translation,0.0101,0.0108,20,0
24,mlp_out,zu,tier_4,standard_translation,-0.0181,0.0452,20,0
25,residual,zu,tier_4,standard_translation,0.0331,0.0657,20,0
25,attn_out,zu,tier_4,standard_translation,0.0016,0.0062,20,0
25,mlp_out,zu,tier_4,standard_translation,0.002,0.0113,20,0
26,residual,zu,tier_4,standard_translation,0.0044,0.0311,20,0
26,attn_out,zu,tier_4,standard_translation,0.0019,0.003,20,0
26,mlp_out,zu,tier_4,standard_translation,0.0017,0.0045,20,0
27,residual,zu,tier_4,standard_translation,0.0,0.0,20,0
27,attn_out,zu,tier_4,standard_translation,0.0,0.0,20,0
27,mlp_out,zu,tier_4,standard_translation,0.0,0.0,20,0
0,residual,gd,tier_4,standard_translation,-0.9087,0.5894,20,0
0,attn_out,gd,tier_4,standard_translation,-0.8927,0.5806,20,0
0,mlp_out,gd,tier_4,standard_translation,-0.3176,0.3935,20,0
1,residual,gd,tier_4,standard_translation,-0.9505,0.6186,20,0
1,attn_out,gd,tier_4,standard_translation,-0.0159,0.0947,20,0
1,mlp_out,gd,tier_4,standard_translation,-0.0315,0.2545,20,0
2,residual,gd,tier_4,standard_translation,-1.0717,0.7108,20,0
2,attn_out,gd,tier_4,standard_translation,-0.0009,0.2028,20,0
2,mlp_out,gd,tier_4,standard_translation,0.0031,0.3745,20,0
3,residual,gd,tier_4,standard_translation,-1.3938,0.8813,20,0
3,attn_out,gd,tier_4,standard_translation,-0.0463,0.1404,20,0
3,mlp_out,gd,tier_4,standard_translation,0.0684,0.2878,20,0
4,residual,gd,tier_4,standard_translation,-1.2617,0.7685,20,0
4,attn_out,gd,tier_4,standard_translation,-0.0065,0.0351,20,0
4,mlp_out,gd,tier_4,standard_translation,-0.0059,0.2699,20,0
5,residual,gd,tier_4,standard_translation,-1.1257,0.6831,20,0
5,attn_out,gd,tier_4,standard_translation,-0.0802,0.0865,20,0
5,mlp_out,gd,tier_4,standard_translation,-0.0059,0.1756,20,0
6,residual,gd,tier_4,standard_translation,-1.1919,0.7277,20,0
6,attn_out,gd,tier_4,standard_translation,0.065,0.0523,20,0
6,mlp_out,gd,tier_4,standard_translation,0.0047,0.1024,20,0
7,residual,gd,tier_4,standard_translation,-1.3151,0.9971,20,0
7,attn_out,gd,tier_4,standard_translation,0.0155,0.0596,20,0
7,mlp_out,gd,tier_4,standard_translation,-0.254,0.2472,20,0
8,residual,gd,tier_4,standard_translation,-1.3052,0.9951,20,0
8,attn_out,gd,tier_4,standard_translation,0.0895,0.0973,20,0
8,mlp_out,gd,tier_4,standard_translation,-0.0866,0.1383,20,0
9,residual,gd,tier_4,standard_translation,-1.261,0.9566,20,0
9,attn_out,gd,tier_4,standard_translation,-0.0425,0.0409,20,0
9,mlp_out,gd,tier_4,standard_translation,-0.0895,0.1321,20,0
10,residual,gd,tier_4,standard_translation,-1.2077,0.8693,20,0
10,attn_out,gd,tier_4,standard_translation,-0.0533,0.0724,20,0
10,mlp_out,gd,tier_4,standard_translation,-0.2731,0.3894,20,0
11,residual,gd,tier_4,standard_translation,-1.0448,0.7986,20,0
11,attn_out,gd,tier_4,standard_translation,0.0576,0.0316,20,0
11,mlp_out,gd,tier_4,standard_translation,-0.0423,0.1955,20,0
12,residual,gd,tier_4,standard_translation,-0.9655,0.7808,20,0
12,attn_out,gd,tier_4,standard_translation,0.0029,0.0625,20,0
12,mlp_out,gd,tier_4,standard_translation,0.0119,0.199,20,0
13,residual,gd,tier_4,standard_translation,-0.1785,0.4075,20,0
13,attn_out,gd,tier_4,standard_translation,-0.0028,0.0471,20,0
13,mlp_out,gd,tier_4,standard_translation,-0.0562,0.125,20,0
14,residual,gd,tier_4,standard_translation,-0.1137,0.4016,20,0
14,attn_out,gd,tier_4,standard_translation,0.0137,0.029,20,0
14,mlp_out,gd,tier_4,standard_translation,-0.1759,0.2259,20,0
15,residual,gd,tier_4,standard_translation,0.0349,0.4169,20,0
15,attn_out,gd,tier_4,standard_translation,-0.0409,0.0915,20,0
