layer,component,language,tier,perturbation,mean_restoration,std_restoration,n_pairs_used,n_pairs_skipped
15,attn_out,sw,tier_3,standard_translation,-0.0041,0.0149,20,0
15,mlp_out,sw,tier_3,standard_translation,-0.004,0.0102,20,0
16,residual,sw,tier_3,standard_translation,0.2262,0.2216,20,0
16,attn_out,sw,tier_3,standard_translation,0.0082,0.0157,20,0
16,mlp_out,sw,tier_3,standard_translation,0.0071,0.014,20,0
17,residual,sw,tier_3,standard_translation,0.245,0.2554,20,0
17,attn_out,sw,tier_3,standard_translation,-0.0054,0.0094,20,0
17,mlp_out,sw,tier_3,standard_translation,0.0131,0.0126,20,0
18,residual,sw,tier_3,standard_translation,0.1032,0.083,20,0
18,attn_out,sw,tier_3,standard_translation,-0.0003,0.0038,20,0
18,mlp_out,sw,tier_3,standard_translation,0.0036,0.0081,20,0
19,residual,sw,tier_3,standard_translation,0.0471,0.0552,20,0
19,attn_out,sw,tier_3,standard_translation,-0.003,0.0045,20,0
19,mlp_out,sw,tier_3,standard_translation,0.0024,0.0041,20,0
20,residual,sw,tier_3,standard_translation,0.0433,0.0669,20,0
20,attn_out,sw,tier_3,standard_translation,-0.0011,0.0011,20,0
20,mlp_out,sw,tier_3,standard_translation,0.0014,0.0022,20,0
21,residual,sw,tier_3,standard_translation,0.0432,0.0794,20,0
21,attn_out,sw,tier_3,standard_translation,0.0002,0.0018,20,0
21,mlp_out,sw,tier_3,standard_translation,0.0018,0.0014,20,0
22,residual,sw,tier_3,standard_translation,0.0371,0.0712,20,0
22,attn_out,sw,tier_3,standard_translation,-0.0012,0.0011,20,0
22,mlp_out,sw,tier_3,standard_translation,-0.0008,0.0023,20,0
23,residual,sw,tier_3,standard_translation,0.0337,0.0713,20,0
23,attn_out,sw,tier_3,standard_translation,0.0033,0.0022,20,0
23,mlp_out,sw,tier_3,standard_translation,-0.0015,0.0027,20,0
24,residual,sw,tier_3,standard_translation,0.0286,0.0651,20,0
24,attn_out,sw,tier_3,standard_translation,-0.0005,0.0006,20,0
24,mlp_out,sw,tier_3,standard_translation,0.0009,0.0024,20,0
25,residual,sw,tier_3,standard_translation,0.0087,0.0212,20,0
25,attn_out,sw,tier_3,standard_translation,-0.0002,0.0007,20,0
25,mlp_out,sw,tier_3,standard_translation,-0.001,0.0009,20,0
26,residual,sw,tier_3,standard_translation,0.0097,0.0225,20,0
26,attn_out,sw,tier_3,standard_translation,0.0001,0.0008,20,0
26,mlp_out,sw,tier_3,standard_translation,-0.0008,0.0016,20,0
27,residual,sw,tier_3,standard_translation,0.0,0.0,20,0
27,attn_out,sw,tier_3,standard_translation,0.0,0.0,20,0
27,mlp_out,sw,tier_3,standard_translation,0.0,0.0,20,0
0,residual,yo,tier_4,standard_translation,-0.0858,0.2711,20,0
0,attn_out,yo,tier_4,standard_translation,-0.0921,0.2781,20,0
0,mlp_out,yo,tier_4,standard_translation,-0.0301,0.051,20,0
1,residual,yo,tier_4,standard_translation,-0.0025,0.2851,20,0
1,attn_out,yo,tier_4,standard_translation,0.0108,0.0255,20,0
1,mlp_out,yo,tier_4,standard_translation,0.0173,0.0341,20,0
2,residual,yo,tier_4,standard_translation,0.0031,0.3913,20,0
2,attn_out,yo,tier_4,standard_translation,-0.0074,0.0254,20,0
2,mlp_out,yo,tier_4,standard_translation,0.0325,0.0706,20,0
3,residual,yo,tier_4,standard_translation,-0.1147,0.6211,20,0
3,attn_out,yo,tier_4,standard_translation,0.008,0.0252,20,0
3,mlp_out,yo,tier_4,standard_translation,0.0241,0.0323,20,0
4,residual,yo,tier_4,standard_translation,-0.0681,0.5742,20,0
4,attn_out,yo,tier_4,standard_translation,0.0186,0.0189,20,0
4,mlp_out,yo,tier_4,standard_translation,-0.0043,0.0317,20,0
5,residual,yo,tier_4,standard_translation,-0.0603,0.519,20,0
5,attn_out,yo,tier_4,standard_translation,0.0178,0.0232,20,0
5,mlp_out,yo,tier_4,standard_translation,0.0012,0.0534,20,0
6,residual,yo,tier_4,standard_translation,-0.0923,0.5438,20,0
6,attn_out,yo,tier_4,standard_translation,-0.0006,0.0213,20,0
6,mlp_out,yo,tier_4,standard_translation,-0.0638,0.0714,20,0
7,residual,yo,tier_4,standard_translation,-0.0228,0.4912,20,0
7,attn_out,yo,tier_4,standard_translation,-0.007,0.0331,20,0
7,mlp_out,yo,tier_4,standard_translation,-0.0209,0.0268,20,0
8,residual,yo,tier_4,standard_translation,0.0139,0.4928,20,0
8,attn_out,yo,tier_4,standard_translation,0.0332,0.0341,20,0
8,mlp_out,yo,tier_4,standard_translation,-0.006,0.0134,20,0
9,residual,yo,tier_4,standard_translation,0.0157,0.4668,20,0
9,attn_out,yo,tier_4,standard_translation,0.0036,0.0109,20,0
9,mlp_out,yo,tier_4,standard_translation,-0.0351,0.0388,20,0
10,residual,yo,tier_4,standard_translation,0.0525,0.4569,20,0
10,attn_out,yo,tier_4,standard_translation,0.0013,0.0081,20,0
10,mlp_out,yo,tier_4,standard_translation,0.0232,0.0871,20,0
11,residual,yo,tier_4,standard_translation,0.0765,0.4178,20,0
11,attn_out,yo,tier_4,standard_translation,-0.0047,0.0133,20,0
11,mlp_out,yo,tier_4,standard_translation,0.0064,0.0172,20,0
12,residual,yo,tier_4,standard_translation,0.159,0.4083,20,0
12,attn_out,yo,tier_4,standard_translation,0.0034,0.0307,20,0
12,mlp_out,yo,tier_4,standard_translation,-0.0037,0.0382,20,0
13,residual,yo,tier_4,standard_translation,0.0692,0.0918,20,0
13,attn_out,yo,tier_4,standard_translation,0.0134,0.0347,20,0
13,mlp_out,yo,tier_4,standard_translation,0.0082,0.0322,20,0
14,residual,yo,tier_4,standard_translation,0.1044,0.0642,20,0
14,attn_out,yo,tier_4,standard_translation,0.0209,0.0218,20,0
14,mlp_out,yo,tier_4,standard_translation,-0.026,0.032,20,0
15,residual,yo,tier_4,standard_translation,0.1267,0.139,20,0
15,attn_out,yo,tier_4,standard_translation,0.0202,0.0225,20,0
15,mlp_out,yo,tier_4,standard_translation,-0.0014,0.013,20,0
16,residual,yo,tier_4,standard_translation,0.1129,0.1168,20,0
16,attn_out,yo,tier_4,standard_translation,-0.0166,0.0313,20,0
16,mlp_out,yo,tier_4,standard_translation,-0.0002,0.0152,20,0
17,residual,yo,tier_4,standard_translation,0.0918,0.1435,20,0
17,attn_out,yo,tier_4,standard_translation,-0.0118,0.0297,20,0
17,mlp_out,yo,tier_4,standard_translation,-0.0011,0.0299,20,0
18,residual,yo,tier_4,standard_translation,0.0004,0.0494,20,0
18,attn_out,yo,tier_4,standard_translation,-0.0067,0.0185,20,0
18,mlp_out,yo,tier_4,standard_translation,0.0156,0.0257,20,0
19,residual,yo,tier_4,standard_translation,-0.0161,0.0592,20,0
19,attn_out,yo,tier_4,standard_translation,0.0026,0.0051,20,0
19,mlp_out,yo,tier_4,standard_translation,-0.0061,0.0245,20,0
20,residual,yo,tier_4,standard_translation,-0.0083,0.0445,20,0
20,attn_out,yo,tier_4,standard_translation,-0.0039,0.0051,20,0
20,mlp_out,yo,tier_4,standard_translation,-0.0074,0.0124,20,0
21,residual,yo,tier_4,standard_translation,-0.0117,0.0221,20,0
21,attn_out,yo,tier_4,standard_translation,0.0007,0.0021,20,0
21,mlp_out,yo,tier_4,standard_translation,-0.0009,0.0024,20,0
22,residual,yo,tier_4,standard_translation,-0.0134,0.0227,20,0
22,attn_out,yo,tier_4,standard_translation,-0.0019,0.0025,20,0
22,mlp_out,yo,tier_4,standard_translation,-0.003,0.0149,20,0
23,residual,yo,tier_4,standard_translation,-0.0117,0.0223,20,0
23,attn_out,yo,tier_4,standard_translation,0.0002,0.0036,20,0
23,mlp_out,yo,tier_4,standard_translation,-0.0011,0.0043,20,0
24,residual,yo,tier_4,standard_translation,-0.0108,0.0227,20,0
24,attn_out,yo,tier_4,standard_translation,-0.002,0.0027,20,0
24,mlp_out,yo,tier_4,standard_translation,-0.0054,0.0115,20,0
25,residual,yo,tier_4,standard_translation,-0.0124,0.0213,20,0
25,attn_out,yo,tier_4,standard_translation,-0.0005,0.0024,20,0
25,mlp_out,yo,tier_4,standard_translation,-0.0008,0.0042,20,0
26,residual,yo,tier_4,standard_translation,-0.0083,0.0104,20,0
26,attn_out,yo,tier_4,standard_translation,0.0011,0.0021,20,0
26,mlp_out,yo,tier_4,standard_translation,0.0031,0.0054,20,0
27,residual,yo,tier_4,standard_translation,0.0,0.0,20,0
27,attn_out,yo,tier_4,standard_translation,0.0,0.0,20,0
27,mlp_out,yo,tier_4,standard_translation,0.0,0.0,20,0
0,residual,zu,tier_4,standard_translation,-0.1047,0.0857,20,0
0,attn_out,zu,tier_4,standard_translation,-0.1058,0.0865,20,0
0,mlp_out,zu,tier_4,standard_translation,-0.0147,0.0322,20,0
1,residual,zu,tier_4,standard_translation,-0.1165,0.1033,20,0
1,attn_out,zu,tier_4,standard_translation,-0.0008,0.0251,20,0
1,mlp_out,zu,tier_4,standard_translation,-0.0045,0.0204,20,0
2,residual,zu,tier_4,standard_translation,-0.1116,0.0877,20,0
2,attn_out,zu,tier_4,standard_translation,0.0182,0.0129,20,0
2,mlp_out,zu,tier_4,standard_translation,0.0258,0.0231,20,0
3,residual,zu,tier_4,standard_translation,-0.141,0.0405,20,0
3,attn_out,zu,tier_4,standard_translation,-0.0042,0.0064,20,0
3,mlp_out,zu,tier_4,standard_translation,-0.0045,0.0214,20,0
4,residual,zu,tier_4,standard_translation,-0.1516,0.0405,20,0
4,attn_out,zu,tier_4,standard_translation,-0.0039,0.0055,20,0
4,mlp_out,zu,tier_4,standard_translation,0.0046,0.0114,20,0
5,residual,zu,tier_4,standard_translation,-0.1439,0.0403,20,0
5,attn_out,zu,tier_4,standard_translation,-0.0008,0.0127,20,0
5,mlp_out,zu,tier_4,standard_translation,-0.0044,0.0252,20,0
6,residual,zu,tier_4,standard_translation,-0.1706,0.0604,20,0
6,attn_out,zu,tier_4,standard_translation,0.0052,0.0115,20,0
6,mlp_out,zu,tier_4,standard_translation,-0.008,0.0268,20,0
7,residual,zu,tier_4,standard_translation,-0.2056,0.0697,20,0
7,attn_out,zu,tier_4,standard_translation,-0.0148,0.0215,20,0
7,mlp_out,zu,tier_4,standard_translation,-0.0223,0.0296,20,0
8,residual,zu,tier_4,standard_translation,-0.2151,0.0589,20,0
8,attn_out,zu,tier_4,standard_translation,-0.0012,0.0105,20,0
8,mlp_out,zu,tier_4,standard_translation,-0.0149,0.0168,20,0
9,residual,zu,tier_4,standard_translation,-0.2115,0.0409,20,0
9,attn_out,zu,tier_4,standard_translation,-0.0063,0.018,20,0
9,mlp_out,zu,tier_4,standard_translation,-0.0033,0.0203,20,0
10,residual,zu,tier_4,standard_translation,-0.206,0.0404,20,0
10,attn_out,zu,tier_4,standard_translation,0.0034,0.0092,20,0
10,mlp_out,zu,tier_4,standard_translation,-0.0146,0.0128,20,0
11,residual,zu,tier_4,standard_translation,-0.1577,0.0405,20,0
11,attn_out,zu,tier_4,standard_translation,0.0119,0.0068,20,0
11,mlp_out,zu,tier_4,standard_translation,0.0033,0.0267,20,0
12,residual,zu,tier_4,standard_translation,-0.1585,0.0291,20,0
12,attn_out,zu,tier_4,standard_translation,0.0096,0.0066,20,0
12,mlp_out,zu,tier_4,standard_translation,-0.0152,0.0136,20,0
13,residual,zu,tier_4,standard_translation,-0.0553,0.0388,20,0
13,attn_out,zu,tier_4,standard_translation,0.0035,0.0042,20,0
13,mlp_out,zu,tier_4,standard_translation,-0.002,0.005,20,0
14,residual,zu,tier_4,standard_translation,-0.0528,0.0292,20,0
14,attn_out,zu,tier_4,standard_translation,-0.0016,0.0041,20,0
14,mlp_out,zu,tier_4,standard_translation,-0.0027,0.0129,20,0
15,residual,zu,tier_4,standard_translation,-0.0449,0.0239,20,0
15,attn_out,zu,tier_4,standard_translation,-0.0052,0.005,20,0
15,mlp_out,zu,tier_4,standard_translation,0.0041,0.0132,20,0
16,residual,zu,tier_4,standard_translation,-0.0453,0.022,20,0
16,attn_out,zu,tier_4,standard_translation,0.005,0.005,20,0
16,mlp_out,zu,tier_4,standard_translation,-0.0044,0.0117,20,0
17,residual,zu,tier_4,standard_translation,-0.0387,0.0214,20,0
17,attn_out,zu,tier_4,standard_translation,0.0063,0.01,20,0
17,mlp_out,zu,tier_4,standard_translation,-0.0099,0.0065,20,0
18,residual,zu,tier_4,standard_translation,-0.0206,0.0097,20,0
18,attn_out,zu,tier_4,standard_translation,0.0033,0.0039,20,0
18,mlp_out,zu,tier_4,standard_translation,-0.0025,0.0073,20,0
19,residual,zu,tier_4,standard_translation,0.0026,0.0134,20,0
19,attn_out,zu,tier_4,standard_translation,-0.0015,0.0053,20,0
19,mlp_out,zu,tier_4,standard_translation,-0.0008,0.0045,20,0
20,residual,zu,tier_4,standard_translation,0.0029,0.0134,20,0
20,attn_out,zu,tier_4,standard_translation,0.0004,0.0007,20,0
20,mlp_out,zu,tier_4,standard_translation,0.0036,0.0057,20,0
21,residual,zu,tier_4,standard_translation,0.005,0.0174,20,0
21,attn_out,zu,tier_4,standard_translation,0.0007,0.0022,20,0
21,mlp_out,zu,tier_4,standard_translation,0.0058,0.0102,20,0
22,residual,zu,tier_4,standard_translation,0.0026,0.0115,20,0
22,attn_out,zu,tier_4,standard_translation,0.0009,0.0016,20,0
22,mlp_out,zu,tier_4,standard_translation,0.0055,0.007,20,0
23,residual,zu,tier_4,standard_translation,0.0051,0.0114,20,0
23,attn_out,zu,tier_4,standard_translation,0.0006,0.0016,20,0
23,mlp_out,zu,tier_4,standard_translation,-0.0013,0.0031,20,0
24,residual,zu,tier_4,standard_translation,0.0048,0.0096,20,0
24,attn_out,zu,tier_4,standard_translation,0.001,0.0009,20,0
24,mlp_out,zu,tier_4,standard_translation,-0.0014,0.0039,20,0
25,residual,zu,tier_4,standard_translation,0.0036,0.0055,20,0
25,attn_out,zu,tier_4,standard_translation,0.0002,0.0006,20,0
25,mlp_out,zu,tier_4,standard_translation,0.0004,0.0011,20,0
26,residual,zu,tier_4,standard_translation,0.0007,0.0026,20,0
26,attn_out,zu,tier_4,standard_translation,0.0002,0.0002,20,0
26,mlp_out,zu,tier_4,standard_translation,0.0002,0.0004,20,0
27,residual,zu,tier_4,standard_translation,0.0,0.0,20,0
27,attn_out,zu,tier_4,standard_translation,0.0,0.0,20,0
27,mlp_out,zu,tier_4,standard_translation,0.0,0.0,20,0
0,residual,gd,tier_4,standard_translation,0.342,0.2514,20,0
0,attn_out,gd,tier_4,standard_translation,0.3424,0.2571,20,0
0,mlp_out,gd,tier_4,standard_translation,0.2292,0.3798,20,0
1,residual,gd,tier_4,standard_translation,0.3649,0.2662,20,0
1,attn_out,gd,tier_4,standard_translation,0.0286,0.0655,20,0
1,mlp_out,gd,tier_4,standard_translation,0.064,0.168,20,0
2,residual,gd,tier_4,standard_translation,0.4211,0.316,20,0
2,attn_out,gd,tier_4,standard_translation,0.0394,0.1226,20,0
2,mlp_out,gd,tier_4,standard_translation,0.089,0.2807,20,0
3,residual,gd,tier_4,standard_translation,0.7045,0.8163,20,0
3,attn_out,gd,tier_4,standard_translation,0.0536,0.1,20,0
3,mlp_out,gd,tier_4,standard_translation,0.0498,0.2047,20,0
4,residual,gd,tier_4,standard_translation,0.5833,0.5881,20,0
4,attn_out,gd,tier_4,standard_translation,-0.001,0.0153,20,0
4,mlp_out,gd,tier_4,standard_translation,0.0745,0.2029,20,0
5,residual,gd,tier_4,standard_translation,0.5432,0.5763,20,0
5,attn_out,gd,tier_4,standard_translation,0.0557,0.086,20,0
5,mlp_out,gd,tier_4,standard_translation,0.0462,0.1181,20,0
6,residual,gd,tier_4,standard_translation,0.5164,0.5156,20,0
6,attn_out,gd,tier_4,standard_translation,-0.0235,0.0174,20,0
6,mlp_out,gd,tier_4,standard_translation,0.0237,0.0616,20,0
7,residual,gd,tier_4,standard_translation,0.7343,1.0338,20,0
7,attn_out,gd,tier_4,standard_translation,0.0029,0.0324,20,0
7,mlp_out,gd,tier_4,standard_translation,0.1674,0.2668,20,0
8,residual,gd,tier_4,standard_translation,0.7424,1.0498,20,0
8,attn_out,gd,tier_4,standard_translation,-0.0357,0.0405,20,0
8,mlp_out,gd,tier_4,standard_translation,0.007,0.0527,20,0
9,residual,gd,tier_4,standard_translation,0.7517,1.1001,20,0
9,attn_out,gd,tier_4,standard_translation,0.0045,0.0218,20,0
9,mlp_out,gd,tier_4,standard_translation,0.0238,0.0413,20,0
10,residual,gd,tier_4,standard_translation,0.6825,0.9508,20,0
10,attn_out,gd,tier_4,standard_translation,0.0027,0.0348,20,0
10,mlp_out,gd,tier_4,standard_translation,0.0924,0.1121,20,0
11,residual,gd,tier_4,standard_translation,0.5595,0.7329,20,0
11,attn_out,gd,tier_4,standard_translation,-0.0308,0.0416,20,0
11,mlp_out,gd,tier_4,standard_translation,0.054,0.1211,20,0
12,residual,gd,tier_4,standard_translation,0.5062,0.6516,20,0
12,attn_out,gd,tier_4,standard_translation,-0.007,0.0193,20,0
12,mlp_out,gd,tier_4,standard_translation,0.0445,0.148,20,0
13,residual,gd,tier_4,standard_translation,-0.0086,0.182,20,0
13,attn_out,gd,tier_4,standard_translation,0.0008,0.0137,20,0
13,mlp_out,gd,tier_4,standard_translation,0.0465,0.0986,20,0
14,residual,gd,tier_4,standard_translation,-0.0574,0.2446,20,0
14,attn_out,gd,tier_4,standard_translation,-0.0021,0.0082,20,0
14,mlp_out,gd,tier_4,standard_translation,0.1225,0.2246,20,0
15,residual,gd,tier_4,standard_translation,-0.1358,0.3165,20,0
15,attn_out,gd,tier_4,standard_translation,0.0051,0.0316,20,0
15,mlp_out,gd,tier_4,standard_translation,0.0052,0.0429,20,0
16,residual,gd,tier_4,standard_translation,-0.1192,0.2721,20,0
16,attn_out,gd,tier_4,standard_translation,-0.0026,0.0192,20,0
16,mlp_out,gd,tier_4,standard_translation,0.0391,0.0515,20,0
17,residual,gd,tier_4,standard_translation,-0.1109,0.2549,20,0
17,attn_out,gd,tier_4,standard_translation,-0.0074,0.0122,20,0
17,mlp_out,gd,tier_4,standard_translation,0.0047,0.0161,20,0
18,residual,gd,tier_4,standard_translation,0.0021,0.0218,20,0
18,attn_out,gd,tier_4,standard_translation,0.0003,0.0125,20,0
18,mlp_out,gd,tier_4,standard_translation,-0.0147,0.0308,20,0
19,residual,gd,tier_4,standard_translation,-0.0032,0.0111,20,0
19,attn_out,gd,tier_4,standard_translation,0.0087,0.0061,20,0
19,mlp_out,gd,tier_4,standard_translation,-0.003,0.0136,20,0
20,residual,gd,tier_4,standard_translation,0.0028,0.029,20,0
20,attn_out,gd,tier_4,standard_translation,-0.0013,0.0021,20,0
20,mlp_out,gd,tier_4,standard_translation,0.0017,0.0016,20,0
21,residual,gd,tier_4,standard_translation,0.0083,0.0311,20,0
21,attn_out,gd,tier_4,standard_translation,-0.0047,0.0054,20,0
21,mlp_out,gd,tier_4,standard_translation,-0.0022,0.0027,20,0
22,residual,gd,tier_4,standard_translation,0.012,0.0316,20,0
22,attn_out,gd,tier_4,standard_translation,0.0024,0.0024,20,0
22,mlp_out,gd,tier_4,standard_translation,-0.0,0.0034,20,0
23,residual,gd,tier_4,standard_translation,0.0107,0.0319,20,0
23,attn_out,gd,tier_4,standard_translation,0.0017,0.0021,20,0
23,mlp_out,gd,tier_4,standard_translation,0.0011,0.0031,20,0
24,residual,gd,tier_4,standard_translation,0.0136,0.0375,20,0
24,attn_out,gd,tier_4,standard_translation,0.0004,0.0006,20,0
24,mlp_out,gd,tier_4,standard_translation,-0.0014,0.001,20,0
25,residual,gd,tier_4,standard_translation,0.0114,0.0292,20,0
25,attn_out,gd,tier_4,standard_translation,0.0,0.0009,20,0
25,mlp_out,gd,tier_4,standard_translation,-0.0011,0.0016,20,0
26,residual,gd,tier_4,standard_translation,0.0059,0.0177,20,0
26,attn_out,gd,tier_4,standard_translation,0.002,0.0023,20,0
26,mlp_out,gd,tier_4,standard_translation,0.0001,0.0006,20,0
27,residual,gd,tier_4,standard_translation,0.0,0.0,20,0
27,attn_out,gd,tier_4,standard_translation,0.0,0.0,20,0
27,mlp_out,gd,tier_4,standard_translation,0.0,0.0,20,0
0,residual,gn,tier_4,standard_translation,1.0199,1.2624,20,0
0,attn_out,gn,tier_4,standard_translation,1.0196,1.2416,20,0
0,mlp_out,gn,tier_4,standard_translation,0.2303,1.2524,20,0
1,residual,gn,tier_4,standard_translation,0.7517,1.4987,20,0
1,attn_out,gn,tier_4,standard_translation,-0.3845,0.7703,20,0
1,mlp_out,gn,tier_4,standard_translation,-0.0126,0.1456,20,0
2,residual,gn,tier_4,standard_translation,0.7368,1.5106,20,0
2,attn_out,gn,tier_4,standard_translation,-0.238,0.6644,20,0
2,mlp_out,gn,tier_4,standard_translation,-0.1964,0.4316,20,0
3,residual,gn,tier_4,standard_translation,0.4594,1.3697,20,0
3,attn_out,gn,tier_4,standard_translation,-0.264,0.4831,20,0
3,mlp_out,gn,tier_4,standard_translation,0.5835,1.1619,20,0
4,residual,gn,tier_4,standard_translation,0.4174,1.4041,20,0
4,attn_out,gn,tier_4,standard_translation,-0.2809,0.5887,20,0
4,mlp_out,gn,tier_4,standard_translation,-0.355,0.8008,20,0
5,residual,gn,tier_4,standard_translation,0.4294,1.4786,20,0
5,attn_out,gn,tier_4,standard_translation,-0.0598,0.1058,20,0
5,mlp_out,gn,tier_4,standard_translation,-0.4755,0.9691,20,0
6,residual,gn,tier_4,standard_translation,0.6718,1.6641,20,0
6,attn_out,gn,tier_4,standard_translation,-0.1181,0.1868,20,0
6,mlp_out,gn,tier_4,standard_translation,0.1876,0.1898,20,0
7,residual,gn,tier_4,standard_translation,1.434,2.4709,20,0
7,attn_out,gn,tier_4,standard_translation,0.0494,0.1019,20,0
7,mlp_out,gn,tier_4,standard_translation,-0.0558,0.13,20,0
8,residual,gn,tier_4,standard_translation,1.5203,2.7916,20,0
8,attn_out,gn,tier_4,standard_translation,0.0398,0.1446,20,0
8,mlp_out,gn,tier_4,standard_translation,0.0105,0.0458,20,0
9,residual,gn,tier_4,standard_translation,1.7702,3.1318,20,0
9,attn_out,gn,tier_4,standard_translation,-0.0454,0.0531,20,0
9,mlp_out,gn,tier_4,standard_translation,0.1224,0.1355,20,0
10,residual,gn,tier_4,standard_translation,1.9775,3.5343,20,0
10,attn_out,gn,tier_4,standard_translation,-0.2069,0.363,20,0
10,mlp_out,gn,tier_4,standard_translation,0.17,0.1734,20,0
11,residual,gn,tier_4,standard_translation,2.1771,3.8577,20,0
11,attn_out,gn,tier_4,standard_translation,-0.0546,0.1249,20,0
11,mlp_out,gn,tier_4,standard_translation,-0.1598,0.32,20,0
12,residual,gn,tier_4,standard_translation,2.1787,3.6829,20,0
12,attn_out,gn,tier_4,standard_translation,0.0902,0.217,20,0
12,mlp_out,gn,tier_4,standard_translation,0.2299,0.3135,20,0
13,residual,gn,tier_4,standard_translation,2.0618,3.0182,20,0
13,attn_out,gn,tier_4,standard_translation,0.0779,0.1542,20,0
13,mlp_out,gn,tier_4,standard_translation,0.013,0.0629,20,0
14,residual,gn,tier_4,standard_translation,2.0387,2.95,20,0
14,attn_out,gn,tier_4,standard_translation,0.0675,0.1334,20,0
14,mlp_out,gn,tier_4,standard_translation,0.2142,0.2996,20,0
15,residual,gn,tier_4,standard_translation,1.5093,2.2876,20,0
15,attn_out,gn,tier_4,standard_translation,0.029,0.0868,20,0
15,mlp_out,gn,tier_4,standard_translation,-0.0564,0.1109,20,0
16,residual,gn,tier_4,standard_translation,1.4546,2.2007,20,0
16,attn_out,gn,tier_4,standard_translation,0.1136,0.2373,20,0
16,mlp_out,gn,tier_4,standard_translation,0.0147,0.0947,20,0
17,residual,gn,tier_4,standard_translation,1.2432,1.9839,20,0
17,attn_out,gn,tier_4,standard_translation,0.0445,0.1015,20,0
17,mlp_out,gn,tier_4,standard_translation,0.0571,0.1679,20,0
18,residual,gn,tier_4,standard_translation,0.3029,0.4554,20,0
18,attn_out,gn,tier_4,standard_translation,-0.0072,0.0331,20,0
18,mlp_out,gn,tier_4,standard_translation,-0.0364,0.1136,20,0
19,residual,gn,tier_4,standard_translation,0.1141,0.1781,20,0
19,attn_out,gn,tier_4,standard_translation,0.0048,0.0253,20,0
19,mlp_out,gn,tier_4,standard_translation,-0.0075,0.0467,20,0
20,residual,gn,tier_4,standard_translation,0.1421,0.2571,20,0
20,attn_out,gn,tier_4,standard_translation,0.0058,0.0304,20,0
20,mlp_out,gn,tier_4,standard_translation,-0.0174,0.0538,20,0
21,residual,gn,tier_4,standard_translation,0.0592,0.1254,20,0
21,attn_out,gn,tier_4,standard_translation,0.0056,0.0089,20,0
21,mlp_out,gn,tier_4,standard_translation,-0.0118,0.0774,20,0
22,residual,gn,tier_4,standard_translation,0.0629,0.1193,20,0
22,attn_out,gn,tier_4,standard_translation,0.0038,0.0135,20,0
22,mlp_out,gn,tier_4,standard_translation,0.007,0.0071,20,0
23,residual,gn,tier_4,standard_translation,0.054,0.0778,20,0
23,attn_out,gn,tier_4,standard_translation,0.0003,0.0069,20,0
23,mlp_out,gn,tier_4,standard_translation,-0.0024,0.0083,20,0
24,residual,gn,tier_4,standard_translation,0.0337,0.0505,20,0
24,attn_out,gn,tier_4,standard_translation,0.0024,0.0064,20,0
24,mlp_out,gn,tier_4,standard_translation,-0.0003,0.0124,20,0
25,residual,gn,tier_4,standard_translation,0.0155,0.0316,20,0
25,attn_out,gn,tier_4,standard_translation,0.0013,0.004,20,0
25,mlp_out,gn,tier_4,standard_translation,-0.0033,0.0072,20,0
26,residual,gn,tier_4,standard_translation,0.0184,0.036,20,0
26,attn_out,gn,tier_4,standard_translation,-0.002,0.0051,20,0
26,mlp_out,gn,tier_4,standard_translation,0.0051,0.0095,20,0
27,residual,gn,tier_4,standard_translation,0.0,0.0,20,0
27,attn_out,gn,tier_4,standard_translation,0.0,0.0,20,0
27,mlp_out,gn,tier_4,standard_translation,0.0,0.0,20,0
0,residual,de,tier_1,transliteration,0.1057,0.109,20,0
0,attn_out,de,tier_1,transliteration,0.1098,0.1087,20,0
0,mlp_out,de,tier_1,transliteration,0.0879,0.1443,20,0
1,residual,de,tier_1,transliteration,0.103,0.125,20,0
1,attn_out,de,tier_1,transliteration,0.0017,0.0096,20,0
1,mlp_out,de,tier_1,transliteration,0.0309,0.0324,20,0
2,residual,de,tier_1,transliteration,0.0932,0.1326,20,0
2,attn_out,de,tier_1,transliteration,0.006,0.008,20,0
2,mlp_out,de,tier_1,transliteration,0.0667,0.1142,20,0
3,residual,de,tier_1,transliteration,0.0886,0.1283,20,0
3,attn_out,de,tier_1,transliteration,-0.0255,0.0339,20,0
3,mlp_out,de,tier_1,transliteration,0.0382,0.08,20,0
4,residual,de,tier_1,transliteration,0.0764,0.1027,20,0
4,attn_out,de,tier_1,transliteration,0.0102,0.0158,20,0
4,mlp_out,de,tier_1,transliteration,0.0388,0.0533,20,0
5,residual,de,tier_1,transliteration,0.0497,0.0787,20,0
5,attn_out,de,tier_1,transliteration,-0.02,0.0148,20,0
5,mlp_out,de,tier_1,transliteration,0.0705,0.0496,20,0
6,residual,de,tier_1,transliteration,-0.0218,0.0443,20,0
6,attn_out,de,tier_1,transliteration,0.0458,0.0289,20,0
6,mlp_out,de,tier_1,transliteration,0.0054,0.0625,20,0
7,residual,de,tier_1,transliteration,-0.0066,0.0466,20,0
7,attn_out,de,tier_1,transliteration,0.0407,0.0207,20,0
7,mlp_out,de,tier_1,transliteration,0.0174,0.0675,20,0
8,residual,de,tier_1,transliteration,-0.0281,0.0462,20,0
8,attn_out,de,tier_1,transliteration,0.0162,0.0198,20,0
8,mlp_out,de,tier_1,transliteration,-0.0008,0.0232,20,0
9,residual,de,tier_1,transliteration,-0.057,0.0713,20,0
